item_pack_name_0	ลดราคาบูสเตอร์: แพ็กอาหารแมว!
change_confirmation	แมวยังคงติดกับดักอยู่<br>ไม่สามารถใช้งานในศึกต่อไปได้<br>โอเคหรือไม่?
labyrinth_play_error2	<color=255,255,0>ไม่พบกระบวนทัพที่ต้องการ<br>กรุณาจัด 10 ยูนิตที่ติดตั้งได้</color>
labyrinth_slot_name	สำรวจ
labyrinth_cancel	ออกจากศึก?<br><color=255,0,0>มีแมวที่ติดกับดักอยู่!</color><br><color=178,178,178>※แมวที่ติดกับดักจะไม่สามารถจัดกระบวนทัพในศึกต่อไปได้</color>
labyrinth_result	สำเร็จภารกิจ${stageName}!<br>คุณมาถึง ${rankingNum}％ อันดับแรกของทีมสำรวจแล้ว!
potential_skill_warning01	พรสวรรค์อัลตร้าปลดล็อกที่<flash>เลเวล ${level}</flash><br>※เลเวลทั้งหมดรวมเลเวล MAX+
potential_skill_warning02	ช่องลูกแก้วพรสวรรค์ที่สองปลดล็อกที่<flash>เลเวล ${level}</flash><br>※เลเวลทั้งหมดรวมเลเวล MAX+
potential_skill_option00	<flash>${charaName}</flash>ได้รับ<br>พรสวรรค์อัลตร้า!
potential_skill_option01	<flash>${charaName}</flash>ได้รับ<br>ช่องลูกแก้วพรสวรรค์ใหม่!
potential_skill_option02	<flash>${charaName}</flash>ได้รับ<br>พรสวรรค์อัลตร้าและช่องลูกแก้วพรสวรรค์!
potential_name1	พรสวรรค์อัลตร้า
potential_skill_name61	เพิ่มความถี่การโจมตี
item_pack_name_75	แพ็กความก้าวหน้า
Castle_dev_finish03	<flash>การปรับปรุง${partsName}ของ${recipeName}เสร็จสิ้นแล้ว!</flash>
Castle_dev_finish04	<flash>รวมวัสดุเสร็จสิ้นแล้ว!</flash><br>${itemName}　${value1} → <color=255,255,0>${value2}</color>
Castle_lock06	ต้องการวัสดุเพิ่ม!<br>※รับวัสดุมิติพิเศษ<br>ได้จากการรวมวัสดุ
Castle_dev_start03	เริ่มปรับปรุง${partsName}ของ${recipeName}
Castle_dev_start04	เริ่มรวมวัสดุ
Castle_UnlockDataId_9	สร้างปืนใหญ่ชะลอ<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_10	สร้างกำแพงเหล็ก<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_11	สร้างสายฟ้าฟาด<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_12	สร้างบลาสต์น้ำ<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_13	สร้างบลาสต์ศักดิ์สิทธิ์<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_14	สร้างบลาสต์เบรกเกอร์<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_UnlockDataId_15	สร้างบลาสต์คำสาป<br>และเคลียร์ด่านตำนาน "ห้องทดลองซากวัตถุ"
Castle_mixitem00	รวมวัสดุเพื่อปรับปรุงหรือเสริมประสิทธิภาพ<br>ฐานและสไตล์ของปืนใหญ่แมว
stage_restriction_charagroup_8	
potential_skill_name62	คลื่นจิ๋ว
filter_option_description2	<color=0,0,0>เปลี่ยนโหมดค้นหาเป้าหมาย/ความสามารถ<br>หรือ: แสดงตัวละครที่มีคุณสมบัติตรงอย่างน้อยหนึ่งข้อ<br>และ: แสดงตัวละครที่มีคุณสมบัติตรงทั้งหมด</color>
unlock_popup_message_133	<flash>การปรับปรุงฐานและสไตล์และวัสดุที่ใช้รวม<br></flash>ถูกปลดล็อกสำหรับบริษัทโอโตโต้แล้ว! <br>แตะที่แถบกามาโตโต้ในฐานทัพแมวเพื่อเริ่ม!
unlock_popup_message_134	<flash>+ เพดานเลเวลสูงขึ้น!</flash><br>การเคลียร์ด่านได้เพิ่มเพดานเลเวลของแมวเล็ก<br>เป็นเลเวล 45!
unlock_popup_message_135	<flash>+ เพดานเลเวลสูงขึ้น!</flash><br>การเคลียร์ด่านได้เพิ่มเพดานเลเวลของแมวเล็ก<br>เป็นเลเวล 50!
unlock_popup_message_136	<flash>+ เพดานเลเวลสูงขึ้น!</flash><br>การเคลียร์ด่านได้เพิ่มเพดานเลเวลของแมวเล็ก<br>เป็นเลเวล 55!
unlock_popup_message_137	<flash>+ เพดานเลเวลสูงขึ้น!</flash><br>การเคลียร์ด่านได้เพิ่มเพดานเลเวลของแมวเล็ก<br>เป็นเลเวล 60!
potential_skill_name63	มือสังหารยักษ์
potential_skill_name64	มือสังหารเบอฮีมอธ
stage_restriction_charagroup_9	แมว
potential_skill_name65	โหมกระหน่ำจิ๋ว
slot_SNS_002	ฉันได้อาหารแมว %d กระป๋องจากสล็อตแมวป่าใน #TheBattleCats!<br><br>#BattleCats #9ปี
stageskip_message_2	เคลียร์แมวน้ำบารอนจู่โจม ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_3	เคลียร์เลอ'กริมจู่โจม ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_4	เคลียร์ภัยระดับเมกะ ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_5	เคลียร์ฮิปโปสยองบุก ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_6	เคลียร์ทูตสวรรค์ศักดิ์สิทธิ์จู่โจม ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_7	เคลียร์บิ๊กเผิงซีจู่โจม ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
stageskip_message_8	เคลียร์การโจมตีของลางร้าย ”${stageName1}"!<br>เริ่มความท้าทายครั้งต่อไปจาก<flash>${stageName2}</flash>
unlock_popup_message_138	<flash>ข้ามการต่อสู้โดยใช้ซีพียูแมว!</flash><br>ข้ามการต่อสู้ในด่านที่เคยเคลียร์และรับรางวัลมาแล้ว โดยแตะไอคอนที่ปรากฏเมื่อเลือกไอเทม<br>หมายเหตุ: คุณข้ามการต่อสู้ในบางด่านไม่ได้
ScatCPU_info1	ใช้ <flash>${itemNum1}</flash> ${itemName1}เพื่อข้ามการต่อสู้?<br>ข้ามการต่อสู้เหลือ ${itemNum2} ครั้งวันนี้
ScatCPU_info2	<flash>ซีพียูแมวไม่จำกัดสำหรับทุกคน!</flash><br>ต้องการข้ามการต่อสู้หรือไม่?<br>ข้ามการต่อสู้เหลือ ${itemNum} ครั้งวันนี้
ScatCPU_XPdrop	<color=255,255,0>ชัยชนะใสๆ!</color><br>คุณ<flash>ได้รับ</flash> XP จากการเคลียร์ด่าน!<br>XP} +${itemNum}
ScatCPU_message	<color=0,0,0>ให้</color><color=255,0,255>ซีพียูแมว</color><color=0,0,0>จัดการเอง</color><br><color=0,0,0>ไม่ได้ทำงานดีเลิศ ก็คนเขียนโปรแกรมคือแมวอะนะ<br>แต่พอใช้งานได้เพื่อรับมือด่านที่เคยเคลียร์มาก่อน<br>วิธีใช้งานแตะที่ไอคอนเป็นให้สีทอง!</color>
ScatCPU_error1	คุณข้ามการต่อสู้ครบจำนวนลิมิตแล้ว<br>ลิมิตจำนวนการข้ามการต่อสู้จะรีเซ็ตตอนเที่ยงคืน
ScatCPU_error2	เวลาที่อุปกรณ์ของคุณอาจถูกเปลี่ยน<br>คุณจะไม่สามารถข้ามการต่อสู้ได้อีกเป็นเวลาหนึ่ง
ScatCPU_error3	คุณไม่มีซีพียูแมว<br>ต้องการไปที่ร้านไอเทมหรือไม่?
ScatCPU_error4	ใช้ <flash>${itemNum1}</flash> ${itemName1}เพื่อข้ามการต่อสู้?<br><color=255,255,0>คุณจะไม่ได้รับรางวัลคะแนนจับเวลาจากด่าน</color><br>ข้ามการต่อสู้เหลือ ${itemNum2} ครั้งวันนี้
ScatCPU_error5	ซีพียูแมวไม่จำกัดสำหรับทุกคน!<br>ต้องการข้ามการต่อสู้หรือไม่?<br><color=255,255,0>คุณจะไม่ได้รับรางวัลคะแนนจับเวลาจากด่านที่มีรางวัลนี้</color><br>ข้ามการต่อสู้เหลือ ${itemNum2} ครั้งวันนี้
ScatCPU_error6	ใช้ <flash>${itemNum1}</flash> ${itemName1}เพื่อข้ามการต่อสู้?<br><color=255,255,0>ด่านต่อเนื่องจะไม่ปรากฏหลังข้ามการต่อสู้</color><br>ข้ามการต่อสู้เหลือ ${itemNum2} ครั้งวันนี้
ScatCPU_error7	ซีพียูแมวไม่จำกัดสำหรับทุกคน!<br>ข้ามการต่อสู้หรือไม่?<br><color=255,255,0>ด่านต่อเนื่องจะไม่ปรากฏหลังข้ามการต่อสู้</color><br>ข้ามการต่อสู้เหลือ ${itemNum2} ครั้งวันนี้
ScatCPU_error8	คุณไม่สามารถข้ามการต่อสู้ในด่านที่ยังไม่เคยเคลียร์
ScatCPU_error9	ไม่มีการข้ามการต่อสู้ในด่านนี้!<br>ถึงเวลาต้องสู้ด้วยพลังของตัวเองแล้ว!
filter_option_description3	<color=0,0,0>แสดงเฉพาะแมวที่มีปุ่มวิวัฒน์เปิดอยู่</color>
filter_option_description4	<color=0,0,0>แสดงเฉพาะแมวที่มีปุ่มพรสวรรค์เปิดอยู่</color>
chapter_name_8	แมวแห่งห้วงอวกาศบทที่ 2
labyrinth_autoslot	ยูนิตจะถูกสลับเข้ามาอัตโนมัติหากมีให้ใช้งาน
push_permission	ตั้งค่าใช้งานการ "แจ้งเตือนและเตือนความจำ" <br>เพื่อรับการแจ้งเตือนในเวลาที่เหมาะสม<br><color=255,255,0>เปิดเมนูการตั้งค่าระบบ Android ของคุณหรือไม่?</color>
purchase_unavailable_android	ไม่สามารถซื้อผ่าน Google Play<br>โปรดตรวจสอบการเชื่อมต่อของคุณและ<br>ยืนยันว่าคุณได้ล็อกอินเข้า Google Play แล้ว
purchase_unable_ios	การซื้อผ่าน App Store ล้มเหลว โปรดยืนยันเครือข่ายและสถานะล็อกอิน App Store ของคุณ
purchase_unable_android	การซื้อผ่าน Google Play ล้มเหลว โปรดตรวจสอบเครือข่ายและสถานะล็อกอิน Google Play ของคุณ
drop_contents4	ร่างอัลตร้าของ "${charaName}"
drop_popup_chara_third_evolve2	%@<br>%@ "%@"<br>ได้เผยร่างอัลตร้าแล้ว!<br><flash>ปลดล็อกหลังไปถึงเลเวล 50!</flash>
mission_receive_item_chara_evolve2	<color=255,255,0>รางวัลร่างอัลตร้า: "${charaName}"</color>
receive_item_popup_chara_evolve2	ร่างอัลตร้า: %s
GiftMessage_021	<flash>โบนัสเคลียร์ด่าน 10</flash><br>เคลียร์ด่านสุดท้ายในสวนแห่งความคิดห่อเหี่ยว<br>เพื่อมีโอกาสเล็กน้อยที่จะได้รับ<br>โซเครติสผู้ปราดเปรื่อง!
potential_skill_name66	มือปราบนักปราชญ์
item_pack_name_76	แพ็กซีพียูแมว
stage_SPChara_warning	ยังไม่สามารถใช้ยูนิตนี้ได้!
item_pack_name_77	ซื้อยูนิตจำกัด: "แมวครูใหญ่"
enemy_info_unknown	<color=255,255,0>ดูศัตรูตัวนี้ได้ในคู่มือศัตรู<br>หลังผลแพ้ชนะ<br>หรือหลังเริ่มการต่อสู้ไปแล้ว 10 วินาที</color>
enemy_info_not_found	<color=255,255,0>ไม่มีการบันทึกข้อมูลของศัตรูตัวนี้<br>ในคู่มือศัตรู</color>
comeback_push_01	รู้สึกหรือเปล่า ว่าแมวคิดถึงคุณ...
equipment_fault	*จะไม่สร้างเอฟเฟกต์ใหักับร่างปัจจุบัน
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
gamatotoReward_4	${itemName} + ${itemNum}
item_pack_name_78	ซื้อยูนิตจำกัด: "Dotty Cat"
item_pack_name_80	ข้อเสนอพิเศษ: ซื้อตั๋วแรร์หนึ่งใบ!
stageskip_message_9	เคลียร์กิกะฮานิวานจู่โจมสำเร็จ! ${stageName1}!<br>ครั้งหน้า รีสตาร์ทได้เลยจาก <flash>${stageName2}</flash>!
clear_adreward_1	โอกาสบูสต์ XP!<br>ดูโฆษณาเพื่อรับรางวัล <flash>XP ${xp} x2</flash> หรือไม่?
reward_freegatya	ดูโฆษณาเพื่อสุ่ม<br>กาชานำโชค (หนึ่งครั้งต่อวันเท่านั้น)
Itemshop_ad_popup1	ดูโฆษณาเพื่อรับ XP +${xp}?
clear_adreward_2	ได้รับ <flash>XP +${xp}</flash> สำเร็จ!
lose_retry_ad	เงินเต็ม ปืนใหญ่แมวชาร์จพร้อม!
Itemshop_ad_popup2	ได้รับ XP +${xp}!
stage_restriction_limit_6	${rarity}: ${value} หรือน้อยกว่า
SpecialRuleName000	เงินกองทุน
SpecialRuleName001	คูลดาวน์เท่ากัน
SpecialRuleExplanation000	【เงินกองทุน】<br>เริ่มการต่อสู้ด้วยเงินจำนวนมาก<br>แต่จะไม่ได้รับเงินเพิ่มเมื่อเวลาผ่านไป<br>หรือเมื่อปราบศัตรูได้
SpecialRuleExplanation001	【คูลดาวน์เท่ากัน】<br>การใช้คูลดาวน์จะมีอัตราเดียวกัน<br>สำหรับยูนิตที่เป็นมิตรทุกตัว
treasure_get	แตะที่ไอคอนสองครั้งเพื่อลัดไปยังด่านที่ให้รางวัลนั้น
treasure_geterror	ไม่สามารถใช้ทางลัดกับด่านที่ยังไม่ได้ปลดล็อก
treasure_popup1	<color=255,255,0> ${treasureRank} ${treasureName}</color> ${text} ${stageName}
treasure_popup2	 ${treasureRank} ${text} ${stageName}
treasure_popup3	 ${treasureName}
item_pack_name_81	ลดราคาชาเลนเจอร์: แพ็กตั๋วแรร์และXP!
item_pack_name_82	
scratch_SNS_004	ฉันชนะได้อาหารแมว %d กระป๋องจาก #ล็อตเตอรี่ขูดBattleCats!<br>ขูดล็อตเตอรี่เสี่ยงโชคสัปดาห์ละครั้งเพื่อโอกาสรับรางวัลสุดยอด!<br><br>#TheBattleCats #CatsOfSummer2025
slot_SNS_003	ฉันได้อาหารแมว %d กระป๋องจากสล็อตแมวป่าใน #TheBattleCats!<br><br>#BattleCats #10ปี
mission_receive_bulk	ได้รับรางวัลภารกิจทั้งหมดแล้ว
mission_receive_bulk_item	${itemName} x ${itemNum}
mission_receive_bulk_item_chara	ยูนิต: "${charaName}"
mission_receive_bulk_item_chara_evolve	ยูนิต: ร่างจริงของ "${charaName}"
mission_receive_bulk_item_chara_evolve2	ยูนิต: ร่างอัลตร้าของ "${charaName}"
mission_receive_bulk_item_xp	${itemName} + ${itemNum}
mission_receive_bulk_not_all	<color=255,255,0>คุณมีไอเทมมากเกินไป<br>ไม่สามารถแลกรับรางวัลภารกิจทั้งหมดได้</color>
mission_txt	สำเร็จ ${missionNum} ภารกิจ!
Account_iOS13_error	การลงทะเบียนผ่าน Apple ใช้ไม่ได้กับอุปกรณ์ที่ใช้ iOS 12 หรือเก่ากว่านั้น
gamatoto_shortcut	ไปที่หน้าจอกามาโตโต้หรือไม่?
SpecialRuleExplanation004	【ล้างสต็อกซูเปอร์แรร์】<br>ใช้งานยูนิตซูเปอร์แรร์<br>แค่ครึ่งราคาและเวลาคูลดาวน์ลดลงครึ่งนึง
SpecialRuleName004	ล้างสต็อกซูเปอร์แรร์
stage_restriction_limit_7	ยูนิตที่ใช้งานได้ในประเภทความหายากต่างๆ: <color=255,255,0>%@</color>
stage_restriction_limit_8	${rarity} x${value}
stage_shortcut	ไปที่หน้าเลือกด่าน "${stageName}"<br>หรือไม่?<br>${specialText}
stage_shortcut_nekovitan	ไปที่หน้าเลือกด่าน<br>เพื่อเลือกด่านวิตาเมี้ยว<br>"${stageName}"<br>${specialText}
stage_shortcut_no_interval_times	<color=255,255,0>เล่นด่านนี้ไม่ได้<br>(ไม่มีโอกาสที่เล่นได้เหลืออยู่)</color>
stage_shortcut_not_found	<color=255,255,0>เล่นด่านนี้ไม่ได้<br>(ด่านยังไม่ปลดล็อก)</color>
stage_shortcut_out_of_term	<color=255,255,0>เล่นด่านนี้ไม่ได้<br>(ด่านยังไม่เปิดให้เล่น)</color>
talk_005_push	ไปคุยกับแมวต่อกันเลย!
cube_guide	ด่านล่าเบอฮีมอธเปิดให้เล่นในแต่ละวันแล้ว<br>ในฐานะอีเวนต์บลิตซ์ ดูรายละเอียดเพิ่มเติมได้ที่<br>ปฏิทินอีเวนต์!
cube_guide_common1	※เก็บสะสมได้ง่ายสุดจากด่านล่าเบอฮีมอธ<br>ป่าลับแห่งกาปร้า
cube_guide_common2	※เก็บสะสมได้ง่ายสุดจากด่านล่าเบอฮีมอธ<br>ทะเลทรายแอชวินี
cube_guide_common3	※เก็บสะสมได้ง่ายสุดจากด่านล่าเบอฮีมอธ<br>ภูเขาไฟจินโฟร์
gamatoto_error_popup1	คุณไม่สามารถออกสำรวจได้อีกครั้ง<br>ถ้าไม่เคยออกสำรวจมาก่อน!
gamatoto_error_popup2	คุณไม่สามารถออกสำรวจได้อีกครั้งเพราะ<br>พื้นที่สำรวจก่อนหน้าปิดไปแล้ว
gamatoto_popup1	${areaName}<br>สำรวจอีกครั้ง ${timeText}<br>${bonuspop}
gamatoto_popup2	คุณมี<br>แมวผู้ช่วยและวิศวกรโอโตโต้ครบลิมิตแล้ว<br>คุณต้องการเกษียณ<br>${gamatotoName} 【${gamatotoRarity}】หรือไม่?
gamatoto_popup3	แมวผู้ช่วยของคุณ<br>เกินจำนวนแล้ว<br>เกษียณ<br>${gamatotoName} 【${gamatotoRarity}】จากการเป็นวิศวกรหรือไม่?
gamatoto_popup4	แมวผู้ช่วยของคุณ<br>เกินจำนวนแล้ว<br>เกษียณ<br>${gamatotoName} 【${gamatotoRarity}】จากการเป็นผู้ช่วยหรือไม่?
gamatotoBonus	สัมผัสการรับรู้ของกามาโตโต้คมชัดขึ้น!
gamatotoBonus_popup1	<flash>กามาโตโต้กำลังพุ่งเป้า!</flash><br>การันตีรับไอเทมติดออร่า!<br>การสำรวจแบบพุ่งเป้าคงเหลือ: ${expeditionNum}
gamatotoBonus_popup2	กามาโตโต้หยุดพุ่งเป้าแล้ว...
gamatotoBonus_popup3	การันตีรับไอเทมติดออร่าจากการสำรวจอย่างน้อย 1 ชิ้น!<br><color=255,255,0>การสำรวจแบบพุ่งเป้าคงเหลือ: ${expeditionNum}</color>
gamatotoBonus_popup4	<color=255,0,255>การันตีรับหนึ่งชิ้นระหว่างพุ่งเป้า!</color>
gamatotoBonus_popup5	<color=255,255,0>การสำรวจแบบพุ่งเป้าคงเหลือ: ${expeditionNum}</color>
GiftMessage_022	<flash>ศัตรูลึกลับปรากฏขึ้นในป่าศักดิ์สิทธิ์เลเวล 4!</flash>
item_pack_name_83	ซื้อลดราคาอันดับผู้ใช้ 300
legend_warning_01	<color=255,255,0>เพื่อท้าทายด่านนี้<br>เคลียร์ด่านตำนานประหลาดทุกเลเวล</color>
matatabi_guide_common	※ด่านวิตาเมี้ยวเปิดให้เล่นทุกวัน
matatabi_guide_guerrilla	${stageName} เปิดให้เล่นในแต่ละวัน<br>ในฐานะด่านบลิตซ์<br>ดูรายละเอียดเพิ่มเติมที่ปฏิทินอีเวนต์!
matatabi_guide_special	※ผลไม้เหมียวเอปิกจะดร็อปในอัตราที่กำหนดไว้
matatabi_guide1	${stageName} <br>เปิดให้เล่นทุกวันจันทร์<br>${commonText}
matatabi_guide2	${stageName} <br>เปิดให้เล่นทุกวันอังคาร<br>${commonText}
matatabi_guide3	${stageName} <br>เปิดให้เล่นทุกวันพุธ<br>${commonText}
matatabi_guide4	${stageName} <br>เปิดให้เล่นทุกวันพฤหัสบดี<br>${commonText}
matatabi_guide5	${stageName} <br>เปิดให้เล่นทุกวันศุกร์<br>${commonText}
matatabi_transition	จำเป็นต้องใช้ "${itemName}"<br>ต้องการไปที่ไหน?
medama_complete	ไอเทมฟีเจอร์ครบ!
medama_rennsuu	รับไอเทมฟีเจอร์หลังจากการใช้กาชา ${value} ครั้ง!
SpecialRuleExplanation002	【ความหายากเดียว】<br>ใช้ได้แค่หนึ่งยูนิตจากแต่ละระดับความหายากเท่านั้น<br>คุณจัดกองทัพแมวได้ตามที่ต้องการ
SpecialRuleExplanation003	【แรงงานราคาถูก】<br>ใช้ยูนิตพันธมิตรทั้งหมดได้ในราคา<br>500￠
SpecialRuleName002	ความหายากเดียว
SpecialRuleName003	แรงงานราคาถูก
stage_challenge_conditions	${mapName}<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
stage_restriction_limit_9	ยูนิตที่ใช้งานได้: <color=255,255,0> x${value}</color>
unlock_popup_message_139	<flash>สิ่งมีชีวิตลึกลับปรากฏขึ้น<br>ในเขาวงกตป่าโบราณ!</flash>
unlock_popup_message_140	<flash>โบนัสเคลียร์ด่าน!</flash><br>ปลดล็อกร่างจริงของ<br>Idi:N อัปไปเลเวล 30 แล้วใช้<br>XP กับไอเทมเพื่อวิวัฒน์!
cert_tutorial1	<color=255,255,0>ด่านที่กำหนดไลน์อัปแล้ว</color><br>ประกอบด้วยด่านที่กำหนดยูนิตที่ใช้มาแล้ว<br>รวมถึงการตั้งค่าปืนใหญ่แมวและสมบัติ<br>แตะที่ปุ่มด้านล่างเพื่อดูยูนิตของคุณ!
cert_tutorial2	ดูคำใบ้ก่อนทำศึก<br>สำหรับด่านที่กำหนดไลน์อัปมาแล้ว!<br>แตะที่ปุ่มด่านเพื่อดูคำใบ้ได้เลย!
cert_tutorial3	แตะไอคอนเพื่อดูข้อมูลเพิ่มเติม!<br>ดูข้อมูลศัตรู รางวัลที่ได้รับเฉพาะครั้งนี้<br>และข้อมูลสำคัญอื่นๆ ได้เลย!
fixed_formation_popup	ด่านนี้มีไลน์อัปกำหนดมาแล้ว<br>ไม่สามารถเปลี่ยนกระบวนทัพได้<br>※ดูรายละเอียดกระบวนทัพได้เมื่อหยุดการต่อสู้ชั่วคราว
fixed_formation_slot_name	กำหนดมาแล้ว
hint_popup000	<color=0,0,0>มีศัตรูหลายประเภท เช่น<br>ศัตรูสีแดง สีดำ และเอเลี่ยน<br>สำหรับศัตรูสีแดง <color=0,0,255>แมวขวาน<color=0,0,0>และ<br><color=0,0,255>แมวปลา<color=0,0,0>จะใช้ต่อสู้ได้ดี</color>
hint_popup001	<color=0,0,0>สำหรับตัวโจมตีระยะไกลอย่าง<color=0,0,255>คุณครูหมี<color=0,0,0><br>ให้ใช้ยูนิตโจมตีระยะไกลอย่าง<color=0,0,255>แมวกิ้งก่า<color=0,0,0><br>สำหรับตัวโจมตีจอมพลังอย่าง<color=0,0,255>เลอ'โบอิน<color=0,0,0><br>ยูนิตอึดอย่าง<color=0,0,255>แมวไททัน<color=0,0,0>คือคำตอบ<br>ใช้ความแข็งแกร่งของยูนิตแมวเพื่อคว้าชัย!</color>
hint_popup002	<color=0,0,0>ศัตรูโลหะเหมือนเครื่องจักร<br>จะรับดาเมจน้อย<br>ต้องเลือกใช้ยูนิตที่สามารถ<br><color=0,0,255>โจมตีคริติคอล<color=0,0,0>ลงไปจัดการ</color>
hint_popup003	<color=0,0,0>ศัตรูซอมบี้สีม่วง<br>ฟื้นชีพขึ้นมาได้หลังถูกปราบไปแล้ว<br>ยูนิต<color=0,0,255>นักฆ่าซอมบี้<color=0,0,0>สามารถปราบซอมบี้ได้<br>และหยุดไม่ให้พวกมันฟื้นชีพได้อีก</color>
hint_popup004	<color=0,0,0>ศัตรูที่ว่องไวและโจมตีแบบไม่ลดละ<br>สามารถยับยั้งได้<br>โดยยูนิตที่มีค่าเรียกใช้ต่ำและมีพลังชีวิตสูง</color>
hint_popup005	<color=0,0,0>บอสบางตัวจะยังไม่ปรากฏตัว<br>จนกว่าฐานทัพศัตรูจะโดนโจมตี<br>อย่าลืมตุนเงินไว้เยอะๆ<br>ก่อนทะลวงกองกำลังศัตรูเข้าไป</color>
hint_popup006	<color=0,0,0>ดีบัฟอย่าง<color=0,0,255>แช่แข็งและชะลอ<color=0,0,0><br>ใช้รับมือกับศัตรูมีคุณสมบัติได้ดี<br>จัดยูนิตที่มีดีบัฟนี้<br>ล้างคุณสมบัติของศัตรูเพื่อคว้าชัย!</color>
hint_popup007	<color=0,0,0>ศัตรูบางตัวมีบาเรียที่ล้างดาเมจได้<br>ทำลายบาเรียได้ด้วยการโจมตีทรงพลัง<br>หรือใช้ยูนิตที่มีความสามารถ<br><color=0,0,255>นักทะลวงบาเรีย<color=0,0,0></color>
hint_popup008	<color=0,0,0>ซอมบี้จะขุดหลุมฝังตัวเองเมื่ออยู่ใกล้ยูนิตแมว<br>จัดการได้ด้วยการใช้ยูนิตตามจังหวะให้เหมาะสม</color>
mission_receive_bulk_item_map	ใบอนุญาตท้าดวล "${mapName}"
mission_receive_item_map	<color=255,255,0>รางวัล: ใบอนุญาตท้าดวล "${mapName}"</color>
SpecialRuleExplanation005	【จำกัดการวางกำลัง】<br>สามารถวางกำลังยูนิตได้สูงสุด<br>60 ตัว
SpecialRuleName005	จำกัดการวางกำลัง
unlock_popup_message_141	<flash>คุณได้ ★ ขั้นที่ 1!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 1 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_142	<flash>คุณได้ ★ ขั้นที่ 2!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 2 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_143	<flash>คุณได้ ★ ขั้นที่ 3!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 3 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_144	<flash>คุณได้ ★ ขั้นที่ 4!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 4 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_145	<flash>คุณได้ ★ ขั้นที่ 5!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 5 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_146	<flash>คุณได้ ★ ขั้นที่ 6!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 6 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_147	<flash>คุณได้ ★ ขั้นที่ 7!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 7 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_148	<flash>คุณได้ ★ ขั้นที่ 8!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 8 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
unlock_popup_message_149	<flash>คุณได้ ★ ขั้นที่ 9!</flash><br>ลำดับขั้นใหม่ของคุณ<br>จะปรากฏบนบัตรสมาชิกสมาคมนายทหาร<br>เมื่อผ่านด่านขั้นที่ 9 จะมีสัญลักษณ์ ★ สีชมพูกำกับ
