item_pack_name_0	Ofertón: ¡Lote de Friskas!
scheme_popup_96	<flash>Gracias por responder a la encuesta.<br>Disfruta de este premio: ¡%@ x%@!</flash>
skip_description	Ya habías superado la fase ${stageName1},<br>¡así que puedes empezar tu viaje desde el <flash>${stageName2}</flash>!
stageskip_message_0	¡Has superado la fase ${stageName1} de la Torre Celestial!<br>Empieza tu próximo viaje desde la <flash>${stageName2}</flash>.
stageskip_message_1	¡Has superado la fase ${stageName1} de la Torre Infernal!<br>Empieza tu próximo viaje desde la <flash>${stageName2}</flash>.
unlock_popup_message_106	<flash>¡Bonus por superar Gatos Galácticos!</flash><br>¡Lo has hecho genial venciendo al Misidiós!</flash><br>Por tu esfuerzo, ¡Superfelino está ahora disponible en las gatobolas+!
unlock_popup_message_107	<flash>¡Gatobolas+ desbloqueadas!</flash><br>Ampliación del almacén felino de 64 → <color=255,255,0>128 gatos</color>.<br>El intercambio de gatos normales ha pasado de 1 NP → <color=255,255,0>2 NP</color>.
scratch_SNS_001	
gama_jinja_01_popup	<flash>¡Una bendición del templo felino!</flash><br>¡Has ganado ${itemName} x${itemNum}!
scratch_SNS_002	He ganado %d Friskas del rascador felino de la #GatacademiaDeLatidos.<br>¡Prueba suerte una vez a la semana durante el evento para ganar Friskas gratis!<br><br>#TheBattleCats #RascadorFelino
view_unavailable	No hay anuncios disponibles.
view_limit_reached	Has alcanzado el límite diario de visualizaciones.
data_download_error_hash_mismatch	There is a problem with the save data. (Error Code TE01)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load	There is a problem with the save data. (Error Code TE02)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_read_local_backup	There is a problem with the save data. (Error Code TE03)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load_local_backup	There is a problem with the save data. (Error Code TE04)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
GiftMessage_020	<flash>Premio 9 por superar la fase</flash><br>Supera la última fase en Cima del Mastodonte<br>y tendrás una pequeña probabilidad de desbloquear<br>la unidad especial Bestia Naala Viejuna.
unlock_popup_message_108	<flash>Fase de gatamina desbloqueada: ¡Impacto Azul!</flash><br>* Usa gataminas cuando quieras durante la fase.
scratch_SNS_003	He obtenido %d Friskas en el minirrascador felino. <br>¡Participa para ganar Friskas! <br><br>#TheBattleCats #LilCatScratcher
unlock_popup_message_109	<flash>Fase de gatamina desbloqueada: ¡Moneko Demente Ataca!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_110	<flash>Fase de gatamina desbloqueada: ¡Cielo Rojo Matutino!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_111	<flash>Fase de gatamina desbloqueada: ¡Muertos Rodantes!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_112	<flash>Fase de gatamina desbloqueada: ¡Tifón Nemo!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_113	<flash>Fase de gatamina desbloqueada: ¡El Gran Diablo!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_114	<flash>Fase de gatamina desbloqueada: ¡Fondo del Pantano!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_115	<flash>Fase de gatamina desbloqueada: ¡Gato Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_116	<flash>Fase de gatamina desbloqueada: ¡Defensor Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_117	<flash>Fase de gatamina desbloqueada: ¡Hachero Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_118	<flash>Fase de gatamina desbloqueada: ¡Gatilargo Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_119	<flash>Fase de gatamina desbloqueada: ¡Vaca Maníaca!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_120	<flash>Fase de gatamina desbloqueada: ¡Pájaro Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_121	<flash>Fase de gatamina desbloqueada: ¡Pescado Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_122	<flash>Fase de gatamina desbloqueada: ¡Lagarto Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_123	<flash>Fase de gatamina desbloqueada: ¡Titán Maníaco!</flash><br>* Usa gataminas cuando quieras durante la fase.
unlock_popup_message_124	<flash>Fase de gatamina desbloqueada: ¡La Segunda Dimensión!</flash><br>* Usa gataminas cuando quieras durante la fase.
drop_info_single	<color=0,0,0>El premio de esta fase</color><br><color=0,0,0>es este: </color><color=255,0,0>${dropContents}</color><color=0,0,0><br>¡${statusWord}!</color>
drop_info_multi	<color=0,0,0>El premio de esta fase</color><br><color=0,0,0>es este: </color><color=255,0,0>${dropContents}</color><color=0,0,0><br>¡${statusWord}!</color>
drop_contents1	+${itemNum} ${itemName}
drop_contents2	${charaName}
drop_contents3	Forma final de ${charaName}
status_acquire	Ya tienes esto
status_unacquired	Aún no tienes esto
scheme_item_param_77	
AccountDelete_error01	No se pudo generar el código.<br>Comprueba tu conexión a Internet.
AccountDelete_error02	No se pudo eliminar la cuenta.<br>Comprueba tu conexión a Internet.
AccountDelete_error03	El código ha caducado.<br>Empieza otra vez desde el principio.
boost_message	<color=255,0,255>Acelerador</color><br><color=0,0,0>Usa este objeto para activar un potenciador de velocidad<br>Toca el icono del objeto durante la batalla para seleccionar<br>desactivado, velocidad 2x o velocidad 3x.</color>
item_possession	<color=178,178,178>(Cantidad: ${itemNum1} → ${itemNum2})</color>
stage_restriction_charagroup_7	World Trigger Collab Unit
slot_remove	Se borrarán múltiples unidades de la formación de combate.
remove_error	<color=255,255,0>No se puede eliminar esta unidad.</color>
receive_honor_popup	<flash>%s</flash>
labyrinth_SNS	¡Mi ejército felino ha invadido %@ del Laberinto Subterráneo! %s %s
unusable_info	¡${unusableNum} gato(s) están atrapados!<br>No se podrán equipar unidades<br>atrapadas en la próximas batallas.
change_info	¡${unusableNum} gato(s) están atrapados!<br><color=255,255,0>Elige las unidades atrapadas<br>a las que rescatar (hasta ${usableNum}).</color>
change_limit	<color=255,255,0>No es posible rescatar más gatos.</color>
change_lack	Elige <color=255,255,0>${usableNum} gato(s)  más</color> a los que rescatar.
change_confirmation	Los gatos atrapados<br>no se podrán desplegar en la próximas batallas.<br>¿Estás de acuerdo?
labyrinth_start	¡Ya está disponible el Laberinto Subterráneo! <br>(Desde el ${startDate} al ${endDate}) <br>Compite contra otros jugadores para llegar hasta lo más hondo!<br>¡Gana premios dependiendo de la profundidad a la que llegues!
labyrinth_announce1	Resultados de Laberinto Subterráneo<br>(Desde el ${startDate} al ${endDate})<br>Tu rango final: ${rankingNum} %. <br>Puedes recoger los premios desde el buzón.<br>(Los premios que no recoges expirarán después de 1 mes).
labyrinth_announce2	Resultados de Laberinto Subterráneo<br>(Desde el ${startDate} al ${endDate})<br>Tu rango final: ${rankingNum} %. <br>Por desgracia, no cumples los requisitos para ningún premio.<br>¡Prueba suerte la próxima vez!
labyrinth_announce3	¡El evento Laberinto Subterráneo ya ha terminado!<br>¡Mucha suerte en tu próxima aventura espeleóloga!
labyrinth_challenge_item	¡En Laberinto Subterráneo, puedes usar<br>tantos aceleradores y gatomáticos como quieras!<br>※El acelerador se agotará después de activarlo.
labyrinth_play_error1	<color=255,255,0>Las fases de Laberinto Subterráneo completadas no se podrán volver a jugar.</color>
labyrinth_play_error2	<color=255,255,0>Insuficientes unidades en tu formación de combate.<br>Elige 10 unidades equipables.</color>
labyrinth_slot_error	<color=255,255,0>Las formaciones usadas anteriormente no se podrán volver a usar en Laberinto Subterráneo.</color>
labyrinth_slot_name	Equipo
labyrinth_combo_error	<color=255,255,0>La maldición de Laberinto Subterráneo<br> te impide usar gatocombos.</color>
labyrinth_cancel	¿Abandonar batalla?<br><color=255,0,0>¡Algunas de tus unidades están atrapadas!</color><br><color=178,178,178>※No se podrán equipar las unidades atrapadas en la próxima batalla.</color>
labyrinth_result	¡Has completado ${stageName}!<br>¡Has alcanzado el rango ${rankingNum} de los equipos de exploración!
cube_growup_1	Se utilizarán ${itemName} x${Num}<br>para fabricar una gema de mastodonte.
unlock_popup_message_125	<flash>¡Bonus por superar la fase!</flash><br>¡Has desbloqueado la forma final de la unidad especial Chuchomaru!<br>Usa XP y materiales para mutar<br>al alcanzar el nivel 30.
unlock_popup_message_126	<flash>¡Bonus por superar la fase!</flash><br>¡Has desbloqueado la forma final de la unidad especial Urs y Fenrir!<br>Usa XP y materiales para mutar<br>al alcanzar el nivel 30.
unlock_popup_message_127	<flash>¡Bonus por superar la fase!</flash><br>¡Has desbloqueado la forma final de la unidad especial Máscara Doron Viejuna!<br>Usa XP y materiales para mutar<br>al alcanzar el nivel 30.
unlock_popup_message_128	<flash>¡Bonus por superar la fase!</flash><br>¡Has desbloqueado la forma final de la unidad especial Bestia Naala Viejuna!<br>Usa XP y materiales para mutar<br>al alcanzar el nivel 30.
unlock_popup_message_129	<flash>¡Aumenta el nivel máximo!</flash><br>Puedes usar gatojos para aumentar<br>el nivel máximo de algunos gatos.<br>(Se necesita el rango total 1600 para usar gatojos).
unlock_popup_message_130	<flash>La Etapa de Fases Cero ha aparecido en Etapas de Leyenda.</flash><br>Puedes participar en Etapas de Leyenda.
unlock_popup_message_131	<flash>¡Bonus por superar la fase!</flash><br>¡Has desbloqueado la forma final de la unidad especial Gato Filiembustero X!<br>Usa XP y materiales para mutar<br>al alcanzar el nivel 30.
unlock_popup_message_132	<flash>¡Se ha desbloqueado el Laberinto Subterráneo!</flash><br>Aparecerá en la pantalla de título durante el evento.<br>¡Selecciona «Laberinto Subterráneo» para jugar!
item_pack_name_71	Lote de XP asombroso
item_pack_name_72	Lote de gatojo y potenciador
item_pack_name_73	Lote de gatojo y tique raro
item_pack_name_8	Lote potenciador de Friskas
item_pack_name_9	Lote potenciador de XP
item_pack_name_10	Lote potenciador de objetos
item_pack_name_47	Lote potenciador de Friskas
item_pack_name_48	Lote potenciador de XP
item_pack_name_49	Lote potenciador de objetos
item_pack_name_67	Lote potenciador de Friskas
item_pack_name_68	Lote potenciador de XP
item_pack_name_74	Lote potenciador de Friskas
potential_skill_warning01	Ultratalento desbloqueable al <flash>nvl. ${level}</flash><br>※El nivel total incluye niveles extra
potential_skill_warning02	Segundo set de orbes de talento desbloqueable al <flash>nvl. ${level}</flash><br>※El nvl. total incluye nvls. extra
potential_skill_option00	¡<flash>${charaName}</flash> ha<br>obtenido un ultratalento!
potential_skill_option01	¡<flash>${charaName}</flash> ha<br>obtenido un set de orbes de talento!
potential_skill_option02	¡<flash>${charaName}</flash> ha<br>obtenido un ultratalento y un set de orbes de talento!
potential_name1	Ultratalento 
potential_skill_name61	Aumento de frecuencia de ataque
item_pack_name_75	Lote de progreso
Castle_dev_finish03	<flash>¡Mejora ${partsName} de ${recipeName} completada!</flash>
Castle_dev_finish04	<flash>¡Combinación de materiales completada!</flash><br>${itemName}　${value1} → <color=255,255,0>${value2}</color>
Castle_lock06	¡Necesitas más materiales!<br>※Los materiales extradimensionales pueden<br>obtenerse al combinar materiales.
Castle_dev_start03	Empezar a mejorar ${partsName} de ${recipeName}.
Castle_dev_start04	Empieza a combinar materiales.
Castle_UnlockDataId_9	construir una gatorreta de ralentización<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_10	construir un telón de acero<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_11	construir un inmovilizador<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_12	construir una chorrimanguera<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_13	construir una ráfaga sagrada<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_14	construir un rompemuros<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_UnlockDataId_15	construir un maldecidor<br>y completar la fase legendaria «Laboratorio de Reliquias»
Castle_mixitem00	Combina materiales para mejorar o desarrollar<br>la estructura y el estilo de la gatorreta.
stage_restriction_charagroup_8	
potential_skill_name62	Minioleada
filter_option_description2	<color=0,0,0>Cambiar modo de búsqueda objetivo/habilidad<br>O: Muestra personajes que cumplan como mínimo uno de los requisitos<br>Y: Muestra personajes que cumplan todos los requisitos</color>
unlock_popup_message_133	¡<flash>Mejora de la estructura y el estilo y combinación de materiales<br></flash>desbloqueada para el equipo de Ototo!<br>¡Toca en el Gamatoto de la base gatuna!
unlock_popup_message_134	<flash>¡Nivel máximo aumentado!</flash><br>¡Superar la fase ha aumentado el nivel máximo de los Minigatos<br>al nivel 45!
unlock_popup_message_135	<flash>¡Nivel máximo aumentado!</flash><br>¡Superar la fase ha aumentado el nivel máximo de los Minigatos<br>al nivel 50!
unlock_popup_message_136	<flash>¡Nivel máximo aumentado!</flash><br>¡Superar la fase ha aumentado el nivel máximo de los Minigatos<br>al nivel 55!
unlock_popup_message_137	<flash>¡Nivel máximo aumentado!</flash><br>¡Superar la fase ha aumentado el nivel máximo de los Minigatos<br>al nivel 60!
potential_skill_name63	Matacolosos
potential_skill_name64	Matamastodontes
stage_restriction_charagroup_9	Gato
potential_skill_name65	Mini-réplica
slot_SNS_002	¡Conseguí %d de Friskas en las Tragagatos de #TheBattleCats!<br><br>#BattleCats #9Años
stageskip_message_2	¡Barón Foca Ataca «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_3	¡Ataque de L. Fante Letal «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_4	¡Megaamenaza «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_5	¡Horrorpótamo «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_6	¡Sr. Ángel Divino Ataca «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_7	¡Gran Ping Pong Z. Ataca «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
stageskip_message_8	¡Ataque de los augurios «${stageName1}» superado!<br>Empieza el siguiente desafío en <flash>${stageName2}</flash>.
unlock_popup_message_138	<flash>¡Sáltate batallas usando gatomáticos!</flash><br>Para omitir batallas de fases ya superadas y recibir los premios, pulsa en el icono que aparece al seleccionar los objetos.<br>Nota: Las batallas de ciertas fases no se pueden omitir.
ScatCPU_info1	¿Usar <flash>${itemNum1}</flash> ${itemName1}(s) para omitir la batalla?<br>Todavía puedes omitir ${itemNum2} batalla(s) más hoy.
ScatCPU_info2	<flash>¡Gatomáticos a tutiplén!</flash><br>¿Quieres omitir esta batalla?<br>Todavía puedes omitir ${itemNum} batalla(s) más hoy.
ScatCPU_XPdrop	<color=255,255,0>¡Victoria demoledora!</color><br>¡Has <flash>conseguido</flash> XP por superar la fase!<br>XP +${itemNum}
ScatCPU_message	<color=255,0,255>El gatomático</color><color=0,0,0> está en camino.<br>¡No será perfecto (al fin y al cabo está programado por gatos),<br>pero te puede ayudar con las fases que ya hayas superado si pulsas su icono!</color>
ScatCPU_error1	Has llegado al límite de batallas que puedes omitir.<br>El límite se restablecerá por completo a medianoche.
ScatCPU_error2	Parece que se ha modificado la hora del dispositivo.<br>No podrás omitir batallas durante un tiempo.
ScatCPU_error3	No te quedan gatomáticos.<br>¿Quieres ir a la tienda?
ScatCPU_error4	¿Quieres usar <flash>${itemNum1}</flash> ${itemName1}(s) para omitir la batalla?<br><color=255,255,0>No recibirás los premios de las fases a contrarreloj.</color><br>Todavía puedes omitir ${itemNum2} batalla(s) más hoy.
ScatCPU_error5	¡Gatomáticos a tutiplén!<br>¿Quieres omitir la batalla?<br><color=255,255,0>No recibirás los premios de las fases a contrarreloj.</color><br>Todavía puedes omitir ${itemNum2} batalla(s) más hoy.
ScatCPU_error6	¿Quieres usar <flash>${itemNum1}</flash> ${itemName1}(s) para omitir la batalla?<br><color=255,255,0>Las fases de continuación no aparecen cuando se omite una batalla.</color><br>Todavía puedes omitir ${itemNum2} batalla(s) más hoy.
ScatCPU_error7	¡Gatomáticos a tutiplén!<br>¿Quieres omitir la batalla?<br><color=255,255,0>Las fases de continuación no aparecen cuando se omite una batalla.</color><br>Todavía puedes omitir ${itemNum2} batalla(s) más hoy.
ScatCPU_error8	No puedes omitir batallas que no hayas superado antes.
ScatCPU_error9	¡En esta fase felinada de omitir batallas!<br>¡Ahora es el miaumento de demostrar lo que vales!
filter_option_description3	<color=0,0,0>Solo se muestran los gatos con el botón «Mutar» activo.</color>
filter_option_description4	<color=0,0,0>Solo se muestran los gatos con el botón «Talentos» activo.</color>
chapter_name_8	Gatos Galácticos (Capítulo 2)
labyrinth_autoslot	Las unidades se cambiarán automáticamente si se puede.
push_permission	Activa la opción «Alertas y avisos»<br>para recibir alertas cuando sea oportuno. <br><color=255,255,0>¿Quieres abrir el menú de ajustes de Android?</color>
purchase_unavailable_android	No se puede comprar en Google Play.<br>Comprueba tu conexión<br>y asegúrate de haber iniciado sesión en Google Play.
purchase_unable_ios	No se ha podido efectuar la compra a través de App Store. Comprueba la conexión a internet y a tu cuenta de App Store.
purchase_unable_android	No se ha podido efectuar la compra a través de Google Play. Comprueba la conexión a internet y a tu cuenta de Google Play.
drop_contents4	Ultraforma de "${charaName}"
drop_popup_chara_third_evolve2	%@<br>%@ "%@"'s<br>¡Ultraforma revelada!<br><flash>¡Se desbloquea en el nivel 50!</flash>
mission_receive_item_chara_evolve2	<color=255,255,0>Premio de ultraforma: "${charaName}"</color>
receive_item_popup_chara_evolve2	Ultraforma: %s
GiftMessage_021	<flash>Bonus por superar la fase 10</flash><br> ¡Supera la última fase en Jardín de Pensamientos Mustios<br>y tendrás una pequeña probabilidad de<br>recibir a Sórcates Mente Brillante!
potential_skill_name66	Matasabios
item_pack_name_76	Lote gatomático
stage_SPChara_warning	¡Todavía no puedes desplegar esta unidad!
item_pack_name_77	Compra la unidad exclusiva: «Gato Director»
enemy_info_unknown	<color=255,255,0>Se puede ver a este enemigo en el bestiario<br>tras la victoria, derrota o 10 segundos en combate.</color>
enemy_info_not_found	<color=255,255,0>Este enemigo desconocido<br>aún no se ha añadido al bestiario.</color>
comeback_push_01	¿Te has dado cuenta? Los gatos te echan de menos...
equipment_fault	*Esto no afectará a su forma actual.
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
gamatotoReward_4	${itemName} + ${itemNum}
item_pack_name_78	Compra la unidad exclusiva: «Dotty Cat»
item_pack_name_80	Oferta especial: ¡Un tique raro!
stageskip_message_9	Has superado "¡Gigahaniwan Ataca! ¡${stageName1}!".<br>¡La próxima vez, podrás comenzar desde<flash>${stageName2}</flash>!
clear_adreward_1	¡Posibilidad de obtener XP!<br>Mira un anuncio y recibe <flash>${xp} XP x2</flash>.
reward_freegatya	Mira un anuncio para tirar en las<br>bolas de la suerte (una vez al día).
Itemshop_ad_popup1	¿Quieres ver un anuncio y ganar +${xp} XP?
clear_adreward_2	¡Ganas <flash>+${xp} XP</flash>!
lose_retry_ad	¡Máx. dinero, gatorreta CARGADA!
Itemshop_ad_popup2	¡Ganas +${xp} XP!
stage_restriction_limit_6	${rarity}: ${value} o menos
SpecialRuleName000	Fondo fiduciario
SpecialRuleName001	Tiempo de espera
SpecialRuleExplanation000	【Fondo fiduciario】<br>Empiezas la batalla con mucho dinero,<br>pero no ganas dinero con el tiempo<br>ni venciendo enemigos.
SpecialRuleExplanation001	【Tiempo de espera】<br>Los tiempos de espera de despliegue son los mismos<br>para todas las unidades aliadas.
treasure_get	Toca dos veces un icono para ir a la fase donde ese premio está disponible.
treasure_geterror	No puedes ir a una fase que no has desbloqueado.
treasure_popup1	<color=255,255,0> ${treasureRank} ${treasureName}</color> ${text} ${stageName}
treasure_popup2	 ${treasureRank} ${text} ${stageName}
treasure_popup3	 ${treasureName}
item_pack_name_81	Oferta del Oponente: XP y tique raro!
item_pack_name_82	
scratch_SNS_004	¡He ganado %d Friskas en #BattleCatsScratcher!<br>Prueba suerte una vez a la semana y podrás llevarte un premio increíble.<br><br>#TheBattleCats #CatsOfSummer2025
slot_SNS_003	¡Conseguí %d de Friskas en las Tragagatos de #TheBattleCats!<br><br>#BattleCats #10Años
Account_iOS13_error	No se puede usar el inicio de sesión de Apple en dispositivos que usen iOS 12 o anteriores.
gamatoto_shortcut	¿Quieres ir a la pantalla de Gamatoto?
mission_receive_bulk	Recibidos todos los premios de las misiones.
mission_receive_bulk_item	${itemName} x ${itemNum}
mission_receive_bulk_item_chara	Unidad: «${charaName}»
mission_receive_bulk_item_chara_evolve	Unidad: «${charaName}» (Forma Final)
mission_receive_bulk_item_chara_evolve2	Unidad: «${charaName}» (Ultraforma)
mission_receive_bulk_item_xp	${itemName} + ${itemNum}
mission_receive_bulk_not_all	<color=255,255,0>Tienes demasiados objetos y no puedes<br>recoger todos los premios de las misiones.</color>
mission_txt	Misiones completadas: ${missionNum}
SpecialRuleExplanation004	【Mejora superrara] <br>Las unidades superraras se pueden desplegar<br>a mitad de precio con la mitad de tiempo de espera.
SpecialRuleName004	Mejora superrara
stage_restriction_limit_7	Las unidades desplegables de cada rareza: <color=255,255,0>%@</color>
stage_restriction_limit_8	${rarity}: ${value}
stage_shortcut	¿Quieres ir a la pantalla de <br>selección de fase de «${stageName}»?<br>${specialText}
stage_shortcut_nekovitan	¿Quieres ir a la pantalla de<br>selección de fase de gatamina<br>«${stageName}»?<br>${specialText}
stage_shortcut_no_interval_times	<color=255,255,0>No puedes enfrentarte a esta fase.<br>(No quedan intentos)</color>
stage_shortcut_not_found	<color=255,255,0>No puedes enfrentarte a esta fase.<br>(Fase no desbloqueada)</color>
stage_shortcut_out_of_term	<color=255,255,0>No puedes enfrentarte a esta fase.<br>(Fase no disponible actualmente)</color>
talk_005_push	¡Sigamos con nuestra charla gatuna!
cube_guide	Las fases de Matanza de Mastodontes están disponibles<br>como eventos de bote. ¡Échale un vistazo<br>al calendario si quieres saber más!
cube_guide_common1	※Se puede recoger más fácilmente en la fase de<br>Bosque Oculto de Gapra de Matanza de Mastodontes.
cube_guide_common2	※Se puede recoger más fácilmente en la fase de<br>Desierto de Ashvini de Matanza de Mastodontes.
cube_guide_common3	※Se puede obtener más fácilmente en la fase de<br>Volcán Jinfore de Matanza de Mastodontes.
gamatoto_error_popup1	¡No puedes volver a explorar sin haber<br>ido de excursión antes!
gamatoto_error_popup2	No puedes volver a explorar porque la zona<br>anterior ya no está disponible.
gamatoto_popup1	${areaName}<br>Volver a explorar ${timeText}<br>${bonuspop}
gamatoto_popup2	Has llegado al límite de<br>ayudantes felinos e ingenieros de Ototo.<br>¿Quieres retirar a<br>${gamatotoName} 【${gamatotoRarity}】?
gamatoto_popup3	No puedes tener<br>más ayudantes felinos.<br>¿Retirar a<br>${gamatotoName} 【${gamatotoRarity}】 como ingeniero?
gamatoto_popup4	No puedes tener<br>más ayudantes felinos.<br>¿Retirar a<br>${gamatotoName} 【${gamatotoRarity}】 como ayudante?
gamatotoBonus	¡Los sentidos de Gamatoto se han afinado!
gamatotoBonus_popup1	<flash>¡Gamatoto está Alerta!</flash><br>Un objeto con aura garantizado.<br>Excursiones en estado de Alerta restantes: ${expeditionNum}
gamatotoBonus_popup2	Gamatoto ya no está Alerta...
gamatotoBonus_popup3	¡En cada excursión ganarás al menos 1 objeto con aura!<br><color=255,255,0>Excursiones en estado de Alerta restantes:${expeditionNum}</color>
gamatotoBonus_popup4	<color=255,0,255>¡Uno seguro en estado de Alerta!</color>
gamatotoBonus_popup5	<color=255,255,0>Excursiones en estado de Alerta restantes: ${expeditionNum}</color>
GiftMessage_022	<flash>¡Un enemigo misterioso en el Bosque Sagrado Nivel 4!</flash>
item_pack_name_83	Compra la oferta rango t. 300
legend_warning_01	<color=255,255,0>Para acceder a esta fase,<br>supera todos los niveles de la fase Leyenda Inquietante.</color>
matatabi_guide_common	※Las fases de gatamina están disponibles todos los días.
matatabi_guide_guerrilla	${stageName} está disponible<br>todos los días como fase de bote. ¡Échale un vistazo<br>al calendario para saber más!
matatabi_guide_special	※Caerá fruta felina increíble en intervalos fijos.
matatabi_guide1	«${stageName}» está <br>disponible cada lunes<br>${commonText}
matatabi_guide2	«${stageName}» está <br>disponible cada martes<br>${commonText}
matatabi_guide3	«${stageName}» está <br>disponible cada miércoles<br>${commonText}
matatabi_guide4	«${stageName}» está <br>disponible cada jueves<br>${commonText}
matatabi_guide5	«${stageName}» está <br>disponible cada viernes<br>${commonText}
matatabi_transition	Necesitas: «${itemName}».<br>Selecciona un destino.
medama_complete	¡Objeto destacado completado!
medama_rennsuu	Conseguirás un objeto destacado si usas las cápsulas ${value} veces.
SpecialRuleExplanation002	【Solo Una Rareza】<br>Solo puedes desplegar una unidad por rareza al mismo tiempo.<br>Puedes organizar tu ejército felino como quieras.
SpecialRuleExplanation003	【Trabajo Barato】<br>Despliega todas las unidades aliadas<br>por 500￠.
SpecialRuleName002	Solo Una Rareza
SpecialRuleName003	Trabajo Barato
stage_challenge_conditions	«${mapName}»<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
stage_restriction_limit_9	Unidades desplegables:<color=255,255,0> x${value}</color>
unlock_popup_message_139	<flash>¡Ha aparecido un ser vivo misterioso<br>en el Laberinto del Bosque Viejo!</flash>
unlock_popup_message_140	<flash>¡Bonus por superar la fase!</flash><br>Forma final de<br>Idi:N desbloqueada. ¡Consigue el nivel 30<br>la XP y los objetos para mutar!
cert_tutorial1	<color=255,255,0>Las fases de formación fija</color><br>incluyen unidades preestablecidas, ajustes de la<br>gatorreta y tesoros. ¡Toca el<br>botón de abajo para ver tus unidades!
cert_tutorial2	¡Consulta los consejos antes de comenzar una batalla<br>con fases de formaciones fijas!<br>¡Toca el botón de la fase para verlos!
cert_tutorial3	¡Toca el icono para saber más!<br>¡Puedes ver los enemigos, los premios<br>y otros detalles importantes!
fixed_formation_popup	Esta fase tiene una formación fija.<br>La formación no se puede cambiar.<br>*Ve los detalles en el menú de pausa.
fixed_formation_slot_name	Fija
hint_popup000	<color=0,0,0>Hay muchos tipos de enemigos, desde<br>los rojos y los negros hasta los álienes.<br>Si quieres combatir a los enemigos rojos, el <color=0,0,255>Gato Hachero<color=0,0,0> y el<br><color=0,0,255>Piscigato<color=0,0,0>les darán leña.</color>
hint_popup001	<color=0,0,0>Para combatir al tirador de largo alcance <color=0,0,255>Profeoso,<color=0,0,0><br>usa unidades de largo alcance como el <color=0,0,255>Gato Lagarto<color=0,0,0>.<br>Para combatir enemigos muy fuertes como <color=0,0,255>L'Fante<color=0,0,0>,<br>usar unidades potentes como el <color=0,0,255>Gato Titán<color=0,0,0> da buen resultado.<br>¡Aprovecha los puntos fuertes de una unidad felina para ganar!</color>
hint_popup002	<color=0,0,0>Los enemigos metálicos<br>reciben muy poco daño.<br>Aplástalos desplegando unidades con la<br>habilidad de daño <color=0,0,255>crítico<color=0,0,0>.</color>
hint_popup003	<color=0,0,0>Los enemigos zombis morados<br>pueden revivir incluso tras derrotarlos.<br><color=0,0,255>Las unidades matazombis<color=0,0,0> pueden vencer a los<br>zombis y evitar que revivan.</color>
hint_popup004	<color=0,0,0>Puedes frenar a los enemigos<br>veloces e implacables desplegando <br>unidades de bajo coste<br>y vitalidad alta.</color>
hint_popup005	<color=0,0,0>Algunos jefes no aparecen hasta que<br>la base enemiga es atacada.<br>No olvides llenarte bien los bolsillos antes<br>de machacar a las fuerzas enemigas.</color>
