item_pack_name_0	Promo booster : pack de Miam !
scheme_popup_90	Battle Cats Quest<br>Collab Mission Reward 4<br><flash>You got %@ x%@!</flash>
scheme_item_param_91	nyanko9_en5
scheme_popup_91	Battle Cats Quest<br>Collab Mission Reward 5<br><flash>You got %@ x%@!</flash>
settlement_error	Le paiement n'est pas terminé.\nL'objet sera livré une fois le paiement terminé.
tower_sns_006	Mon armée de Chats a envahi l'étage %@ de la Tour infernale !%s %s
scheme_item_param_96	
scheme_popup_96	<flash>Merci pour tes réponses au sondage !<br>Profite %@%@ !</flash>
skip_description	Le ${stageName1} à été terminé précédemment, ce qui te permet<br>de commencer ton aventure à partir du <flash>${stageName2}</flash> !
stageskip_message_0	Tu as terminé le ${stageName1} de la Tour céleste !<br>Commence ta prochaine aventure à partir du : <flash>${stageName2}</flash> !
stageskip_message_1	Tu as terminé le ${stageName1} de la Tour infernale !<br>Commence ta prochaine aventure à partir du : <flash>${stageName2}</flash> !
unlock_popup_message_106	<flash>Bonus de fin de Chats du cosmos !</flash><br>Tu as vaincu le Dieu des Chats, bien joué !</flash><br>Pour te récompenser, Super félin est désormais disponible dans les Chapsules+.
unlock_popup_message_107	<flash>Chapsules+ débloquées !</flash><br>La réserve de Chats passe de 64 à <color=255,255,0>128 unités</color>.<br>L'échange d'unités normales passe de 1 NP à <color=255,255,0>2 NP</color>.
scratch_SNS_001	
gama_jinja_01_popup	<flash>Bénédiction du sanctuaire félin !</flash><br>Reçu : ${itemName} x${itemNum} !
scratch_SNS_002	J'ai reçu %d Miam du griffoir pour Chat de la Chacadémie du cœur !<br>Tente ta chance une fois par semaine durant l'événement pour des Miam gratuits !<br><br>#TheBattleCats #GriffoirPourChatBattleCats
view_unavailable	Aucun média disponible
view_limit_reached	Voir limite atteinte aujourd'hui.
data_download_error_hash_mismatch	There is a problem with the save data. (Error Code TE01)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load	There is a problem with the save data. (Error Code TE02)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_read_local_backup	There is a problem with the save data. (Error Code TE03)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load_local_backup	There is a problem with the save data. (Error Code TE04)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
GiftMessage_020	<flash>Récompense de niveau terminé 9</flash><br>Termine le dernier niveau du Pic de Béhémoth<br>pour une petite chance de débloquer<br>l’unité spéciale Bête ancestrale Naala !
unlock_popup_message_108	<flash>Niveau vichamine : Impact bleu débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
scratch_SNS_003	J'ai reçu %d Miam du P'tit griffoir pour Chat ! <br>Participe dès maintenant et obtiens tes Miam ! <br><br>#TheBattleCats #LilCatScratcher
unlock_popup_message_109	<flash>Niveau vichamine : « Moneko maboule attaque » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_110	<flash>Niveau vichamine : « Rouge levant » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_111	<flash>Niveau vichamine : « La mort qui roule » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_112	<flash>Niveau vichamine : « Ouragan Némo » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_113	<flash>Niveau vichamine : « Le Grand diablo » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_114	<flash>Niveau vichamine : « Au fond du marais » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_115	<flash>Niveau vichamine : « Chat dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_116	<flash>Niveau vichamine : « Chat tank dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_117	<flash>Niveau vichamine : « Chat borgne dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_118	<flash>Niveau vichamine : « Grand Chat dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_119	<flash>Niveau vichamine : « Chat vache dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_120	<flash>Niveau vichamine : « Chat oiseau dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_121	<flash>Niveau vichamine : « Chat poisson dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_122	<flash>Niveau vichamine : « Chat lézard dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_123	<flash>Niveau vichamine : « Chat titan dément » débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
unlock_popup_message_124	<flash>Niveau vichamine : « 2e dimension» débloqué !</flash><br>* Utilise la vichamine quand tu le souhaites pour accéder à ce niveau !
drop_info_single	<color=0,0,0>Le butin unique pour ce niveau est :</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_info_multi	<color=0,0,0>Le butin unique pour ce niveau est :</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_contents1	${itemName} +${itemNum}
drop_contents2	Unité ${charaName}
drop_contents3	Forme ultime de : ${charaName}
status_acquire	Tu as déjà ça.
status_unacquired	Tu n'as pas encore ça.
scheme_item_param_77	
AccountDelete_error01	Impossible de générer le code.<br>Vérifie ta connexion Internet.
AccountDelete_error02	Impossible de supprimer le compte.<br>Vérifie ta connexion Internet.
AccountDelete_error03	Le code a expiré.<br>Recommence depuis le début.
boost_message	<color=255,0,255>Accélération</color><br><color=0,0,0>Utilise cet objet pour activer un boost de vitesse<br>Touche l'icône d'objet pendant la bataille pour sélectionner<br>le mode Désactivé, Vitesse x2 ou Vitesse x3.</color>
item_possession	<color=178,178,178>(En possession : ${itemNum1} → ${itemNum2})</color>
stage_restriction_charagroup_7	World Trigger Collab Unit
slot_remove	Toutes les unités seront retirées de la formation de combat.
remove_error	<color=255,255,0>Cette unité ne peut pas être retirée de la formation.</color>
receive_honor_popup	<flash>%s</flash>
labyrinth_SNS	Dans le Labyrinthe souterrain, mon armée de Chats a pillé : %@ ! %s %s
unusable_info	${unusableNum} Chats ont été pris au piège !<br>Ces unités ne pourront pas servir<br>pour la prochaine bataille.
change_info	${unusableNum} Chats ont été pris au piège !<br><color=255,255,0>Choisis ${usableNum} unités piégées <br>à secourir !</color>
change_limit	<color=255,255,0>Aucun autre Chat ne peut être secouru.</color>
change_lack	Choisis <color=255,255,0>${usableNum} autres Chats</color> à secourir !
change_confirmation	Les Chats piégés <br>ne peuvent pas être déployés pour la prochaine bataille.<br>Confirmer ?
labyrinth_start	Le Labyrinthe souterrain est désormais disponible ! <br>(Du ${startDate} au ${endDate}) <br>Affronte les autres joueurs pour atteindre des profondeurs inégalées !<br>Gagne des récompenses basées sur ta profondeur !
labyrinth_announce1	Résultats du Labyrinthe souterrain<br>(Du ${startDate} au ${endDate}) <br>Dernier rang : ${rankingNum}％！<br>Les récompenses se récupèrent dans le courrier<br>(Les récompenses non récupérées expirent au bout d’un mois)
labyrinth_announce2	Résultats du Labyrinthe souterrain<br>(Du ${startDate} au ${endDate}) <br>Dernier rang : ${rankingNum}％！<br>Malheureusement, tu n’as pas décroché de récompense.<br>Ce sera pour la prochaine fois !
labyrinth_announce3	L’événement Labyrinthe souterrain a pris fin !<br>Bonne chance pour ta prochaine aventure spéléo !
labyrinth_challenge_item	Dans le Labyrinthe souterrain,<br>les accélérations et les Chats numériques peuvent être utilisés à volonté !<br>*Quand une accélération est activée, l’objet est consommé.
labyrinth_play_error1	<color=255,255,0>Les niveaux terminés du Labyrinthe souterrain ne peuvent pas être rejoués.</color>
labyrinth_play_error2	<color=255,255,0>Une unité requise n'est pas équipée dans ta formation de bataille.<br>Équipe 10 unités disponibles.</color>
labyrinth_slot_error	<color=255,255,0>Les formations utilisées précédemment ne peuvent pas être réutilisées dans le Labyrinthe souterrain.</color>
labyrinth_slot_name	Équipe
labyrinth_combo_error	<color=255,255,0>La malédiction du Labyrinthe souterrain<br>t’empêche de préparer des Combos félins.</color>
labyrinth_cancel	Quitter la bataille ?<br><color=255,0,0>Certaines de tes unités ont été piégées !</color><br><color=178,178,178>* Les unités piégées ne peuvent pas rejoindre la formation de la prochaine bataille.</color>
labyrinth_result	${stageName} terminé !<br>Tu as atteint le top ${rankingNum} ％ des Équipes d'enquête !
cube_growup_1	${itemName} x${Num} seront utilisées<br>pour créer une gemme Béhémoth.
unlock_popup_message_125	<flash>Bonus de niveau terminé !</flash><br>Déblocage de la forme ultime de l’unité spéciale Toutoumaru !<br>Après avoir atteint le niv. 30,<br>utilise ton XP et tes matériaux pour évoluer !
unlock_popup_message_126	<flash>Bonus de niveau terminé !</flash><br>Déblocage de la forme ultime de l’unité spéciale Urs et Fenrir !<br>Après avoir atteint le niv. 30,<br>utilise ton XP et tes matériaux pour évoluer !
unlock_popup_message_127	<flash>Bonus de niveau terminé !</flash><br>Déblocage de la forme ultime de l’unité spéciale Doron masque ancestral !<br>Après avoir atteint le niv. 30,<br>utilise ton XP et tes matériaux pour évoluer !
unlock_popup_message_128	<flash>Bonus de niveau terminé !</flash><br>Déblocage de la forme ultime de l’unité spéciale Bête ancestrale Naala !<br>Après avoir atteint le niv. 30,<br>utilise ton XP et tes matériaux pour évoluer !
unlock_popup_message_129	<flash>Augm. tes niv. max !</flash><br>Les œils-de-chat perm. aux Chats d'atteindre<br>des niv. plus hauts avant leur max. !<br>(œils-de-chat oblig. pour rang joueur 1 600)
unlock_popup_message_130	<flash>Le niveau légendaire 0 a fait son apparition.</flash><br>Tu peux relever ce défi depuis les Niveaux légendaires.
unlock_popup_message_131	<flash>Bonus de niveau terminé !</flash><br>Déblocage de la forme ultime de l’unité spéciale Chat flibustier X !<br>Après avoir atteint le niv. 30,<br>utilise ton XP et tes matériaux pour évoluer !
unlock_popup_message_132	<flash>Le Labyrinthe souterrain a été débloqué !</flash><br>Il apparaîtra à l’écran titre pendant l’événement.<br>Sélectionne Labyrinthe souterrain pour y jouer !
item_pack_name_71	Pack d’XP chabuleux
item_pack_name_72	Pack œils-de-chat et objets de combat
item_pack_name_73	Pack œils-de-chat et tickets rares
item_pack_name_8	Pack de Miam monte-en-grade
item_pack_name_9	Pack d'XP monte-en-grade
item_pack_name_10	Pack d'objets monte-en-grade
item_pack_name_47	Pack de Miam monte-en-grade
item_pack_name_48	Pack d'XP monte-en-grade
item_pack_name_49	Pack d'objets monte-en-grade
item_pack_name_67	Pack de Miam monte-en-grade
item_pack_name_68	Pack d'XP monte-en-grade
item_pack_name_74	Pack de Miam monte-en-grade
potential_skill_warning01	Ultra talent déblocable au <flash>niv. ${level}</flash><br>*Le niveau total comprend les niveaux max. +
potential_skill_warning02	Deuxième emplacement d’orbe de talent déblocable au <flash>niv. ${level}</flash><br>*Le niveau total comprend les niveaux max. +
potential_skill_option00	<flash>${charaName}</flash> a<br>gagné un ultra talent !
potential_skill_option01	<flash>${charaName}</flash> a<br>gagné un nouvel emplacement d’orbe de talent !
potential_skill_option02	<flash>${charaName}</flash> a<br>gagné un ultra talent et un emplacement d’orbe de talent !
potential_name1	Ultra talent 
potential_skill_name61	Fréquence d’attaque ↑
item_pack_name_75	Pack Progression
Castle_dev_finish03	<flash>Amélioration terminée : ${partsName} pour ${recipeName} !</flash>
Castle_dev_finish04	<flash>Fusion de matériaux terminée !</flash><br>${itemName}　${value1} → <color=255,255,0>${value2}</color>
Castle_lock06	Matériaux manquants !<br>* Fusionne des matériaux pour obtenir<br>des matériaux extradimensionnels.
Castle_dev_start03	Commence à améliorer 1 ${partsName} pour ${recipeName}.
Castle_dev_start04	Lance la fusion de matériaux.
Castle_UnlockDataId_9	Construis le Chanon lent<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_10	Construis le Mur d'acier<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_11	Construis l'Éclair<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_12	Construis le Jet d'eau<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_13	Construis le Purificateur<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_14	Construis le Briseur<br>et termine le niveau légendaire Labo des reliques
Castle_UnlockDataId_15	Construis la Malédiction<br>et termine le niveau légendaire Labo des reliques
Castle_mixitem00	Fusionne les matériaux pour améliorer ou renforcer<br>la fondation et le style du Chanon.
stage_restriction_charagroup_8	
potential_skill_name62	Mini-vague
filter_option_description2	<color=0,0,0>Changer le mode de recherche de cible/capacité<br>OU : personnages remplissant au moins un critère<br>ET : personnages remplissant tous les critères</color>
unlock_popup_message_133	<flash>Amélioration de fondation/style et fusion de matériaux<br></flash>débloquées pour la Brigade Ototo ! <br>Touche l'onglet Gamatoto de la base féline pour commencer !
unlock_popup_message_134	<flash>+ Niv. max augmenté !</flash><br>Cette victoire passe le<br>niveau max des P'tits Chats à 45 !
unlock_popup_message_135	<flash>+ Niv. max augmenté !</flash><br>Cette victoire passe le<br>niveau max des P'tits Chats à 50 !
unlock_popup_message_136	<flash>+ Niv. max augmenté !</flash><br>Cette victoire passe le<br>niveau max des P'tits Chats à 55 !
unlock_popup_message_137	<flash>+ Niv. max augmenté !</flash><br>Cette victoire passe le<br>niveau max des P'tits Chats à 60 !
potential_skill_name63	Fléau des colosses
potential_skill_name64	Fléau des Béhémoths
stage_restriction_charagroup_9	Chat
potential_skill_name65	Mini-réplique
slot_SNS_002	J’ai gagné %d Miams aux Machines à sous Chat sauvage de #TheBattleCats !<br><br>#BattleCats #9Ans
stageskip_message_2	Attaque du Baron phoque terminée  - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_3	Éléphunèbre frappe terminée - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_4	Méga menace terminée - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_5	Hippoporreur terminé - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_6	Attaque de l’Archange divin terminée - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_7	Attaque de Grand Peng Z terminée - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
stageskip_message_8	Attaque des présages terminée - ${stageName1} !<br>Lance le défi suivant depuis <flash>${stageName2}</flash>.
unlock_popup_message_138	<flash>Passe des batailles avec les Chats numériques !</flash><br>Pour passer les batailles de niveaux déjà finis et recevoir les récompenses, touche l’icône qui apparaît lors du choix d’objets.<br>Remarque : cette fonction n’est pas disponible pour certains niveaux.
ScatCPU_info1	Utiliser <flash>${itemNum1}</flash>x ${itemName1} pour passer la bataille ?<br>Tu peux encore en passer ${itemNum2}aujourd’hui.
ScatCPU_info2	<flash>Chats numériques illimités pour tous !</flash><br>Veux-tu passer la bataille ?<br>Tu peux encore en passer ${itemNum} aujourd’hui.
ScatCPU_XPdrop	<color=255,255,0>Victoire totale !</color><br>Tu as <flash>obtenu</flash> de l’XP en terminant le niveau !<br>XP +${itemNum}
ScatCPU_message	<color=255,0,255>Le Chat numérique</color><color=0,0,0> est en chemin.<br>Il n’est pas parfait étant programmé par des Chats,<br>mais il peut gérer les niveaux que tu as déjà terminés<br>quand tu touches l’icône !</color>
ScatCPU_error1	Tu ne peux pas passer plus de batailles.<br>Cette limite reviendra à zéro à minuit.
ScatCPU_error2	Il se peut que l’horaire de l’appareil ait été modifié.<br>Tu ne pourras plus passer de batailles pendant quelque temps.
ScatCPU_error3	Pas assez de Chats numériques.<br>Aller à la boutique d’objets ?
ScatCPU_error4	Utiliser <flash>${itemNum1}</flash>x ${itemName1} pour passer la bataille ?<br><color=255,255,0>Tu ne recevras pas les récompenses de score chrono.</color><br>Tu peux encore passer ${itemNum2} bataille(s) aujourd’hui.
ScatCPU_error5	Chats numériques illimités pour tous !<br>Veux-tu passer la bataille ?<br><color=255,255,0>Tu ne recevras pas les récompenses de score chrono des niveaux qui en proposent.</color><br>Tu peux encore passer ${itemNum2} bataille(s) aujourd’hui.
ScatCPU_error6	Utiliser <flash>${itemNum1}</flash>x ${itemName1} pour passer la bataille ?<br><color=255,255,0>Les niveaux suites n’apparaîtront pas après avoir passé une bataille.</color><br>Tu peux encore en passer ${itemNum2} aujourd’hui.
ScatCPU_error7	Chats numériques illimités pour tous !<br>Passer la bataille ?<br><color=255,255,0>Les niveaux suites n’apparaîtront pas après avoir passé une bataille.</color><br>Tu peux encore en passer ${itemNum2} aujourd’hui.
ScatCPU_error8	Tu ne peux pas passer les batailles que tu n’as pas réussies.
ScatCPU_error9	Pas moyen de passer les batailles de ce niveau !<br>Combats de toutes tes forces !
filter_option_description3	<color=0,0,0>Afficher uniquement les Chats avec un bouton Évolution actif.</color>
filter_option_description4	<color=0,0,0>Afficher uniquement les Chats avec un bouton Talent actif.</color>
chapter_name_8	Les Chats du cosmos ch. 2
labyrinth_autoslot	Les unités seront remplacées automatiquement si possible.
push_permission	Active le paramètre Alertes et rappels pour<br>recevoir des alertes au moment voulu. <br><color=255,255,0>Ouvrir tes paramètres Android ?</color>
purchase_unavailable_android	Ne peut pas être acheté sur Google Play.<br>Veuillez vérifier votre connexion Internet<br>ainsi que votre connexion à Google Play.
purchase_unable_ios	L'achat via l'App Store a échoué. Merci de vérifier ta connexion au réseau et à l'App Store.
purchase_unable_android	L'achat via Google Play a échoué. Merci de vérifier ta connexion au réseau et à Google Play.
drop_contents4	Ultra forme pour ${charaName}
drop_popup_chara_third_evolve2	%@<br>%@ « %@ » :<br>ultra forme révélée !<br><flash>Débloque-la après avoir atteint le niveau 50 !</flash>
mission_receive_item_chara_evolve2	<color=255,255,0>Récompense d'ultra forme : ${charaName}</color>
receive_item_popup_chara_evolve2	Ultra forme : %s
GiftMessage_021	<flash>Bonus de niveau 10 terminé</flash><br>Termine le dernier niveau du Jardin des songes flétris<br>pour avoir une petite chance de<br>recevoir Soracte, mentor mental !
potential_skill_name66	Fléau des Sages
item_pack_name_76	Pack de Chats numériques
stage_SPChara_warning	Cette unité ne peut pas être déjà déployée !
item_pack_name_77	Achète l’unité limitée Chat proviseur
enemy_info_unknown	<color=255,255,0>Ennemi disponible dans le Guide ennemis<br>après victoire, défaite ou 10 s de combat.</color>
enemy_info_not_found	<color=255,255,0>Cet ennemi non rencontré n’a pas<br>encore été ajouté au Guide ennemis.</color>
comeback_push_01	Tu sens ça ? Tu manques aux Chats...
equipment_fault	* Ceci n'appliquera aucun effet à la forme actuelle.
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
gamatotoReward_4	${itemName} + ${itemNum}
item_pack_name_78	Achète l’unité limitée Dotty Cat
item_pack_name_80	Offre spéciale : achète un ticket rare !
stageskip_message_9	Tu as terminé Attaque de Gigahaniwan ! ${stageName1} !<br>La prochaine fois, tu pourras reprendre au <flash>${stageName2}</flash> !
clear_adreward_1	Chance d'XP boostée ! <br>Visionner une pub pour obtenir <flash>XP ${xp} x2</flash> ?
reward_freegatya	Visionne une pub pour lancer les<br>Chapsules chance (une seule fois par jour).
Itemshop_ad_popup1	Regarder une pub pour gagner XP +${xp} ?
clear_adreward_2	Tu as gagné <flash>XP +${xp}</flash> !
lose_retry_ad	Argent MAX, Chanon CHARGÉ !
Itemshop_ad_popup2	Tu as gagné XP +${xp} !
stage_restriction_limit_6	${rarity} : ${value} ou moins
SpecialRuleName000	Fonds fiduciaire
SpecialRuleName001	Égalité de recharge
SpecialRuleExplanation000	【Fonds fiduciaire】<br>Tu as plein d’argent au début de la bataille,<br>mais tu n’en gagnes pas au fil du temps<br>ni en battant les ennemis.
SpecialRuleExplanation001	【Égalité de recharge】<br>Toutes les unités alliées partagent<br>la même fréquence de déploiement.
treasure_get	Touche deux fois une icône pour te rendre à un niveau qui propose cette récompense.
treasure_geterror	Tu ne peux pas accéder à un niveau non débloqué.
treasure_popup1	<color=255,255,0> ${treasureRank} ${treasureName}</color> ${text} ${stageName}
treasure_popup2	 ${treasureRank} ${text} ${stageName}
treasure_popup3	 ${treasureName}
item_pack_name_81	Offre de challenger : Pack XP et tickets rares !
Account_iOS13_error	La connexion avec Apple ne fonctionne pas sur les appareils utilisant iOS 12 ou une version antérieure.
gamatoto_shortcut	Aller à l'écran Gamatoto ?
item_pack_name_82	
mission_receive_bulk	Toutes les récompenses de mission reçues.
mission_receive_bulk_item	${itemName} x ${itemNum}
mission_receive_bulk_item_chara	Unité : "${charaName}"
mission_receive_bulk_item_chara_evolve	Unité : "${charaName}" forme ultime
mission_receive_bulk_item_chara_evolve2	Unité : "${charaName}" ultra forme
mission_receive_bulk_item_xp	${itemName} + ${itemNum}
mission_receive_bulk_not_all	<color=255,255,0>Tu possèdes trop d'objets<br>pour récupérer toutes les récompenses de mission.</color>
mission_txt	${missionNum} mission(s) accomplie(s) !
scratch_SNS_004	J'ai gagné %d Miam dans #BattleCatsScratcher !<br>Essaie une fois par semaine pour tenter de remporter un super prix !<br><br>#TheBattleCats #CatsOfSummer2025
slot_SNS_003	J’ai gagné %d Miams aux Machines à sous Chat sauvage de #TheBattleCats !<br><br>#BattleCats #10Ans
SpecialRuleExplanation004	【Vente super rare]  <br>Les unités super rares peuvent être déployées<br>pour la moitié du coût et avec un délai de récupération divisé par deux.
SpecialRuleName004	Vente super rare
stage_restriction_limit_7	Unités déployables de chaque rareté : <color=255,255,0>%@</color>
stage_restriction_limit_8	${rarity} x${value}
stage_shortcut	Accéder à l'écran de choix<br>du niveau "${stageName}" ?<br>${specialText}
stage_shortcut_nekovitan	Accéder à l'écran de choix<br>du niveau pour le niveau<br>vichamine "${stageName}"<br>${specialText}
stage_shortcut_no_interval_times	<color=255,255,0>Impossible d'accéder à ce niveau<br>(aucune tentative de niveau restante).</color>
stage_shortcut_not_found	<color=255,255,0>Impossible d'accéder à ce niveau<br>(il n'a pas été débloqué).</color>
stage_shortcut_out_of_term	<color=255,255,0>Impossible d'accéder à ce niveau<br>(il n'est pas encore disponible).</color>
talk_005_push	Continuons notre discussion féline !
cube_guide	Des niveaux de l'Abattage de Béhémoths sont disponibles<br>chaque jour en tant qu'événements Guerrilla. Consulte le<br>calendrier des événements pour en savoir plus !
cube_guide_common1	* S'obtient le plus facilement dans le niveau<br>Forêt cachée de Gapra de l'Abattage de Béhémoths.
cube_guide_common2	* S'obtient le plus facilement dans le niveau<br>Désert d'Ashvini de l'Abattage de Béhémoths.
cube_guide_common3	* S'obtient le plus facilement dans le niveau<br>Volcan de Jinfore de l'Abattage de Béhémoths.
gamatoto_error_popup1	Tu ne peux pas explorer à nouveau sans avoir<br>participé à une expédition une première fois !
gamatoto_error_popup2	Tu ne peux pas explorer à nouveau car<br>l'expédition précédente n'est plus disponible.
gamatoto_popup1	${areaName}<br>Explorer à nouveau ${timeText}<br>${bonuspop}
gamatoto_popup2	Tu as atteint la limite de <br>Chats auxiliaires et d'ingénieurs Ototo.<br>Veux-tu retirer<br>${gamatotoName} 【${gamatotoRarity}】 ?
gamatoto_popup3	Tes Chats auxiliaires<br>sont trop nombreux.<br>Assigner<br>${gamatotoName} 【${gamatotoRarity}】en tant qu'ingénieur ?
gamatoto_popup4	Tes Chats auxiliaires<br>sont trop nombreux.<br>Retirer<br>${gamatotoName} 【${gamatotoRarity}】en tant qu'auxiliaire ?
gamatotoBonus	La perception de Gamatoto s'est améliorée !
gamatotoBonus_popup1	<flash>Gamatoto est en état de Concentration !</flash><br>Un objet d'aura garanti !<br>Expéditions en état de Concentration restantes : ${expeditionNum}
gamatotoBonus_popup2	Gamatoto n'est plus en état de Concentration...
gamatotoBonus_popup3	Au moins 1 objet d'aura est garanti à chaque expédition !<br><color=255,255,0>Expéditions en état de Concentration restantes : ${expeditionNum}</color>
gamatotoBonus_popup4	<color=255,0,255>Un objet garanti en état de Concentration !</color>
gamatotoBonus_popup5	<color=255,255,0>Expéditions en état de Concentration restantes : ${expeditionNum}</color>
GiftMessage_022	<flash>Un mystérieux ennemi dans la Forêt sacrée niv. 4 est apparu !</flash>
item_pack_name_83	Acheter Promo rang joueur 300
legend_warning_01	<color=255,255,0>Pour accéder à ce niveau,<br>termine tous les niveaux Légende mystérieuse.</color>
matatabi_guide_common	* Les niveaux vichamine sont disponibles chaque jour.
matatabi_guide_guerrilla	${stageName} est disponible<br>chaque jour en tant que niveau Guerrilla. Consulte le<br>calendrier des événements pour en savoir plus !
matatabi_guide_special	* Des Chagrumes épiques apparaîtront à un rythme fixe.
matatabi_guide1	${stageName} est <br>disponible tous les lundis<br>${commonText}
matatabi_guide2	${stageName} est <br>disponible tous les mardis<br>${commonText}
matatabi_guide3	${stageName} est <br>disponible tous les mercredis<br>${commonText}
matatabi_guide4	${stageName} est <br>disponible tous les jeudis<br>${commonText}
matatabi_guide5	${stageName} est <br>disponible tous les vendredis<br>${commonText}
matatabi_transition	Requis : ${itemName}<br>Choisir une destination ?
medama_complete	Objets vedettes TERMINÉ !
medama_rennsuu	Gagne un objet vedette après avoir utilisé des Chapsules ${value} fois !
SpecialRuleExplanation002	【1 rareté seulement】<br>Une seule unité de chaque rareté peut être déployée à la fois.<br>Votre armée de Chats peut être configurée à votre guise.
SpecialRuleExplanation003	【Travail bon marché】<br>Toutes les unités alliées peuvent être déployées<br>pour 500 ￠.
SpecialRuleName002	1 rareté seulement
SpecialRuleName003	Travail bon marché
stage_challenge_conditions	${mapName}<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
stage_restriction_limit_9	Unités déployables : <color=255,255,0> x${value}</color>
unlock_popup_message_139	<flash>Une mystérieuse forme de vie est apparue<br>dans le Labyrinthe de l'ancienne forêt !</flash>
unlock_popup_message_140	<flash>Bonus de fin de niveau !</flash><br>Forme ultime de<br>Idi:N débloquée. Atteins le niv. 30 et<br>obtiens de l'XP et des objets pour évoluer !
cert_tutorial1	<color=255,255,0>Niveaux avec formations fixes</color><br>Comprend des niveaux avec des unités, des Chanons<br>et des trésors prédéfinis.<br>Touche le bouton ci-dessous pour consulter tes unités !
cert_tutorial2	Affiche un conseil avant la bataille<br>pour les niveaux avec formations fixes !<br>Touche le bouton du niveau pour le voir !
cert_tutorial3	Touche l'icône pour afficher plus d'infos !<br>Consulte les ennemis, les récompenses<br>uniques et autres infos importantes !
fixed_formation_popup	Ce niveau a une formation fixe.<br>La formation ne peut être modifiée.<br>* Détails dans le menu Pause de la bataille.
fixed_formation_slot_name	Fixe
hint_popup000	<color=0,0,0>Il existe plusieurs types d'ennemis,<br>notamment les rouges, noirs et aliens.<br>Concernant les rouges, <color=0,0,255>Chat borgne<color=0,0,0> et<br><color=0,0,255>Chat poisson<color=0,0,0> sont efficaces.</color>
hint_popup001	<color=0,0,0>Pour les attaques à longue portée de <color=0,0,255>Professeur Ours<color=0,0,0>,<br>utilise des unités à longue portée comme <color=0,0,255>Chat lézard<color=0,0,0>.<br>Pour les puissants assaillants comme <color=0,0,255>Élèfe<color=0,0,0>,<br>des unités robustes comme <color=0,0,255>Chat titan<color=0,0,0> sont la solution.<br>Tire parti des atouts d'une unité féline pour gagner !</color>
