item_pack_name_0	応援セール！お得ネコカンパック 購入
unlock_popup_message_117	<flash>ネコビタンステージ「大狂乱のバトル降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_118	<flash>ネコビタンステージ「大狂乱のキモネコ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_119	<flash>ネコビタンステージ「大狂乱のウシ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_120	<flash>ネコビタンステージ「大狂乱のトリ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_121	<flash>ネコビタンステージ「大狂乱のフィッシュ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_122	<flash>ネコビタンステージ「大狂乱のトカゲ降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_123	<flash>ネコビタンステージ「大狂乱の巨神降臨」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_124	<flash>ネコビタンステージ「絶望新次元」が解放！</flash><br>ネコビタンを使っていつでも挑戦することができます
unlock_popup_message_125	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「土偶戦士ドグ丸」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_126	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「フェンリルとウルス」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_127	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「古神面ドロン」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_128	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「古獣ナーラ」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_129	<flash>レベル上限解放！</flash><br>キャッツアイを使って、一部EXキャラクターの<br>レベル上限をさらに解放することができます<br>※ユーザーランク1600に到達している必要があります
unlock_popup_message_130	<flash>「レジェンドストーリー」にレジェンドストーリー0が出現！</flash><br>「レジェンドストーリー」から挑戦できます
unlock_popup_message_131	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「フィリバスターX」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_132	<flash>地底迷宮が解放されました！！</flash><br>イベントの開催期間中、タイトル画面に出現する<br>地底迷宮を選択して挑戦できます
unlock_popup_message_133	オトート開発隊に<br><flash>「土台・装飾改造」と「素材合成」が解放されました！</flash><br>ネコ基地のガマトトから確認することができます
unlock_popup_message_134	<flash>＋Lv値上限解放！</flash><br>ステージクリアで「ちびネコ達」の<br>＋Lv値が45まで解放されました
unlock_popup_message_135	<flash>＋Lv値上限解放！</flash><br>ステージクリアで「ちびネコ達」の<br>＋Lv値が50まで解放されました
unlock_popup_message_136	<flash>＋Lv値上限解放！</flash><br>ステージクリアで「ちびネコ達」の<br>＋Lv値が55まで解放されました
unlock_popup_message_137	<flash>＋Lv値上限解放！</flash><br>ステージクリアで「ちびネコ達」の<br>＋Lv値が60まで解放されました
unlock_popup_message_138	<flash>「ニャンピュータ」の戦闘スキップ機能が開放！</flash><br>アイテム選択中にアイコンをさらにタップして<br>クリアした状態のステージに出陣すると<br>戦闘をスキップして報酬をゲットできます<br>※一部対象外のステージがあります
unlock_popup_message_139	<flash>「古代樹の迷宮」ステージレベル1で謎の生命体を発見！</flash>
unlock_popup_message_140	<flash>ステージクリアボーナス！</flash><br>EXキャラクター「イディ:N」<br>第3形態の解放！Lv30到達後、<br>必要数のXP、素材使用で進化可能です
unlock_popup_message_141	<flash>にゃんこ道検定 ★1段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>1段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_142	<flash>にゃんこ道検定 ★2段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>2段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_143	<flash>にゃんこ道検定 ★3段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>3段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_144	<flash>にゃんこ道検定 ★4段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>4段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_145	<flash>にゃんこ道検定 ★5段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>5段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_146	<flash>にゃんこ道検定 ★6段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>6段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_147	<flash>にゃんこ道検定 ★7段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>7段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_148	<flash>にゃんこ道検定 ★8段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>8段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_149	<flash>にゃんこ道検定 ★9段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>9段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_150	<flash>にゃんこ道検定 ★10段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>10段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_151	<flash>にゃんこ道検定 ★11段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>11段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_152	<flash>にゃんこ道検定 ★12段認定！</flash><br>にゃんこクラブの会員カードに記録されます<br>12段の実力でクリアできそうなステージは<br>難易度★がピンク色に変わります
unlock_popup_message_153	<flash>「ネコヴァルキリー・聖」の本能が解放！</flash><br>試練を乗り越えて新たな力に目覚めました<br>第3形態に進化してLv30到達後、<br>パワーアップ画面から能力を解放/強化できます
unlock_popup_message_154	<flash>「覚醒のネコムート」の本能が解放！</flash><br>試練を乗り越えて新たな力に目覚めました<br>第3形態に進化してLv30到達後、<br>パワーアップ画面から能力を解放/強化できます
drop_info_single	<color=0,0,0>このステージで<br>1回だけドロップする報酬</color><br><color=255,0,0>${dropContents}</color><color=0,0,0>は<br>${statusWord}</color>
drop_info_multi	<color=0,0,0>このステージで<br>1回だけドロップする報酬</color><br><color=255,0,0>${dropContents}</color><color=0,0,0>等は<br>${statusWord}</color>
drop_contents1	${itemName}+${itemNum}
drop_contents2	キャラクター「${charaName}」
drop_contents3	「${charaName}」第3形態
drop_contents4	「${charaName}」第4形態
status_acquire	すでに取得済みです
status_unacquired	まだ取得していません
boost_message	<color=255,0,255>スピードアップ</color><br><color=0,0,0>アイテム消費で速度ブースト発動<br>戦闘中アイテムをタップして<br>OFF・2倍速・3倍速に切り替え可能</color>
AccountDelete_error01	削除コードの作成に失敗しました。<br>端末の通信状況を確認してください。
AccountDelete_error02	アカウントの削除に失敗しました。<br>端末の通信状況を確認してください。
AccountDelete_error03	削除コードの有効期限が切れています。<br>最初からやり直してください。
unusable_info	${unusableNum}体のキャラクターが罠にかかってしまった！<br>次のステージ挑戦時から編成できなくなります
change_info	${unusableNum}体のキャラクターが罠にかかってしまった！<br><color=255,255,0>罠にかかったキャラクターの中から<br>${usableNum}体タップして救出してください</color>
change_limit	<color=255,255,0>これ以上救出することはできません</color>
change_lack	救出するキャラをあと<color=255,255,0>${usableNum}体</color>選んでください
change_confirmation	罠にかかったキャラクターは<br>次のステージ挑戦時から編成できなくなります<br>これでよろしいですか？
labyrinth_start	地底迷宮イベント開催中！<br>（イベント開催期間：${startDate} ～ ${endDate}）<br>迷宮をより深く進んで他のユーザーと順位を競おう！<br>期間終了時に、順位に応じた報酬がもらえます
labyrinth_announce1	地底迷宮イベント結果発表<br>（イベント開催期間：${startDate} ～ ${endDate}）<br>最終順位：上位 ${rankingNum}％！<br>報酬を受信BOXから受け取ることができます<br>（受け取り期間は１か月間です）
labyrinth_announce2	地底迷宮イベント結果発表<br>（イベント開催期間：${startDate} ～ ${endDate}）<br>最終順位：上位 ${rankingNum}％！<br>今回は報酬圏外にゃ<br>つぎも頑張るにゃ～
labyrinth_announce3	地底迷宮イベント終了！<br>つぎの挑戦を待ってるにゃ～！
labyrinth_challenge_item	地底迷宮のステージでは<br>「スピードアップ」と「ニャンピュータ」が使い放題にゃ！<br>※速度ブースト発動時はアイテムを消費します
labyrinth_play_error1	<color=255,255,0>地底迷宮ではクリア済みのステージに挑戦できません</color>
labyrinth_play_error2	<color=255,255,0>挑戦に必要なキャラクターが編成されていません<br>編成できるキャラクターを10体編成してください</color>
labyrinth_slot_error	<color=255,255,0>地底迷宮では前回クリア時の編成は利用できません</color>
labyrinth_slot_name	調査団
labyrinth_combo_error	<color=255,255,0>地底迷宮の呪いにより<br>自動でにゃんコンボをセットできません</color>
labyrinth_cancel	戦闘を中止しますか？<br><color=255,0,0>一部のキャラクターが罠にかかります</color><br><color=178,178,178>※罠にかかったキャラクターは次の挑戦時から編成できません</color>
labyrinth_result	${stageName}を踏破！<br>現時点で全調査団の上位${rankingNum}％に到達にゃ！
labyrinth_autoslot	変更可能なキャラクターを自動で入れ替えます
item_pack_name_44	初心者応援パック 購入
item_pack_name_45	初心者超応援パック 購入
item_pack_name_46	初心者激応援パック 購入
item_pack_name_50	応援セール！お得ネコカンパック 購入
item_pack_name_51	応援セール！超お得ネコカンパック 購入
item_pack_name_52	応援セール！激お得ネコカンパック 購入
item_pack_name_53	期間限定！レアチケット 購入
item_pack_name_54	期間限定！レジェンドチケット 購入
item_pack_name_55	感謝パック 購入
item_pack_name_56	大感謝パック 購入
item_pack_name_57	超限定セール！ネコカンパック超梅 購入
item_pack_name_58	超限定セール！ネコカンパック超竹 購入
item_pack_name_59	超限定セール！ネコカンパック超松 購入
item_pack_name_60	限定セール！ネコカンパック(梅) 購入
item_pack_name_61	限定セール！ネコカンパック(竹) 購入
item_pack_name_62	限定セール！ネコカンパック(松) 購入
item_pack_name_63	パワーアップセール！ネコカン&アイテムパック梅 購入
item_pack_name_64	パワーアップセール！ネコカン&アイテムパック竹 購入
item_pack_name_65	パワーアップセール！ネコカン&アイテムパック松 購入
item_pack_name_70	お得！ネコカンパック 購入
item_pack_name_71	超お得！経験値パック 購入
item_pack_name_72	超お得！キャッツアイ&バトルアイテムパック 購入
item_pack_name_73	キャッツアイ&レアチケットセット販売 購入
item_pack_name_8	お得！ネコカンパック 購入
item_pack_name_9	お得！経験値パック 購入
item_pack_name_10	お得！アイテムパック 購入
item_pack_name_47	お得！ネコカンパック 購入
item_pack_name_48	お得！経験値パック 購入
item_pack_name_49	お得！アイテムパック 購入
item_pack_name_67	お得！ネコカンパック 購入
item_pack_name_68	お得！経験値パック 購入
item_pack_name_75	攻略応援パック 購入
item_pack_name_76	ニャンピュータパック 購入
item_pack_name_77	限定キャラクター「ネコ校長」購入
item_pack_name_82	伝説の罠パック 購入
item_pack_name_83	ランク300達成セール 購入
item_pack_name_85	おかわりプレミアムセール
item_pack_name_86	限定復活プレミアムセール
item_pack_name_87	1億DL記念チケットセット 購入
item_pack_name_88	限定キャラクター「チョコサプネコC」購入
item_pack_name_89	プラチナチケット ダブル販売 1回目 購入
item_pack_name_90	プラチナチケット ダブル販売 2回目 購入
ScatCPU_info1	${itemName1}を<flash>${itemNum1}個</flash>使用して<br>戦闘スキップを開始しますか？<br>（本日のスキップ可能回数残り ${itemNum2}回）
ScatCPU_info2	<flash>ニャンピュータ使い放題中はニャンピュータの消費なし！</flash><br>戦闘スキップを開始しますか？<br>（本日のスキップ可能回数残り ${itemNum}回）
ScatCPU_XPdrop	<color=255,255,0>完全勝利!!</color><br>ステージクリア経験値<flash>ゲット！！</flash><br>「${itemName}+${itemNum}」
ScatCPU_message	<color=255,0,255>ニャンピュータ</color><br><color=0,0,0>ネコ型CPUが戦闘をやってくれます<br>ネコ型なので性能は期待できない<br>アイコンを追加タップすると性能が超アップして<br>「CLEAR!」ステージの戦闘をスキップできます</color>
ScatCPU_error1	戦闘スキップ可能回数が上限に達しています<br>スキップ可能回数は翌日の0時に全回復します
ScatCPU_error2	端末時刻が変更された可能性があります<br>しばらくの間、戦闘スキップは使用できません
ScatCPU_error3	ニャンピュータが不足しています<br>アイテムショップに移動しますか？
ScatCPU_error4	${itemName1}を<flash>${itemNum1}個</flash>使用して<br>戦闘スキップを開始しますか？<br><color=255,255,0>採点報酬ステージの「採点報酬」はゲットできません</color><br>（本日のスキップ可能回数残り ${itemNum2}回）
ScatCPU_error5	ニャンピュータ使い放題中はニャンピュータの消費なし！<br>戦闘スキップを開始しますか？<br><color=255,255,0>採点報酬ステージの「採点報酬」はゲットできません</color><br>（本日のスキップ可能回数残り ${itemNum2}回）
ScatCPU_error6	${itemName1}を<flash>${itemNum1}個</flash>使用して<br>戦闘スキップを開始しますか？<br><color=255,255,0>戦闘スキップではEXステージは発生しません</color><br>（本日のスキップ可能回数残り ${itemNum2}回）
ScatCPU_error7	ニャンピュータ使い放題中はニャンピュータの消費なし！<br>戦闘スキップを開始しますか？<br><color=255,255,0>戦闘スキップではEXステージは発生しません</color><br>（本日のスキップ可能回数残り ${itemNum2}回）
ScatCPU_error8	未クリアステージのため戦闘スキップは使用できません
ScatCPU_error9	このステージは戦闘スキップできないにゃ<br>自分の力でがんばるにゃ
push_permission	アラームとリマインダーの端末設定をONにすると<br>正確な時刻に通知を受け取ることができます<br><color=255,255,0>Androidの端末設定画面を開きますか？</color>
stage_SPChara_warning	このキャラクターはまだ出撃できません！
enemy_info_unknown	<color=255,255,0>未確認の敵キャラクターのため<br>図鑑へ移動できません<br>勝利・敗北・10秒後の離脱で確認できます</color>
enemy_info_not_found	<color=255,255,0>図鑑に情報が記録されない敵キャラクターです</color>
SpecialRuleName000	おこづかい制
SpecialRuleName001	生産スピード統一
SpecialRuleName002	レア度代表戦
SpecialRuleName003	ワンコイン
SpecialRuleName004	特売セール　激レア
SpecialRuleName005	生産キャラ数制限
SpecialRuleName006	超特売セール　EX
SpecialRuleName007	プラスワン 超激レア
SpecialRuleName008	にゃんこ砲超強化
SpecialRuleName009	等速直線運動
SpecialRuleName010	プラスワン EX
SpecialRuleExplanation000	【おこづかい制】<br>最初にお金をたくさんもらえます<br>ただし、時間経過や敵の撃破などで<br>所持金が増えることはありません
SpecialRuleExplanation001	【生産スピード統一】<br>すべての味方キャラクターの<br>生産スピードが同じになり固定されます
SpecialRuleExplanation002	【レア度代表戦】<br>各レア度ごとに1体ずつしか生産できません<br>編成は自由に行う事ができます
SpecialRuleExplanation003	【ワンコイン】<br>すべての味方キャラクターの<br>生産コストが500円になります
SpecialRuleExplanation004	【特売セール　激レア】 <br>レア度：激レアの味方キャラクターの生産コストが<br>半分になり生産スピードが倍になります
SpecialRuleExplanation005	【生産キャラ数制限】<br>１回の戦闘で生産できるキャラ数が<br>60体までになります
SpecialRuleExplanation006	【超特売セール　EX】<br>レア度：EXの味方キャラクターの生産コストと<br>生産スピードが70％OFFになります
SpecialRuleExplanation007	【プラスワン 超激レア】 <br>レア度：超激レアのキャラクター生産時<br>出現数が2体になります
SpecialRuleExplanation008	【にゃんこ砲超強化】 <br>にゃんこ砲の攻撃力が100倍になります<br>※かみなり砲などの特殊な主砲の攻撃力は変わりません
SpecialRuleExplanation009	【等速直線運動】<br>移動可能な敵味方すべてのキャラクターの<br>移動速度が同じになります
SpecialRuleExplanation010	【プラスワン EX】 <br>レア度：EXの味方キャラクター生産時の<br>出現数が2体になります
BonusNameLabel000	攻撃力ダウン
BonusExplanationLabel000	【スコアボーナス：攻撃力ダウン】<br> 敵に攻撃力ダウンを付与する<br>※キャラクターの持つ対象属性の数が少ないほどスコアアップ<br>　詳細は画面左下「極ランキングの間とは？」からご確認ください
Account_iOS13_error	iOS 13未満の方はAppleでサインインがご利用頂けません
treasure_get	ダブルタップでゲットできるステージへ移動します
treasure_geterror	ステージが解放されていないため移動できません
treasure_popup1	<color=255,255,0>${treasureRank}${treasureName}</color> ${stageName}${text}
treasure_popup2	${treasureName} ${stageName}${text}
treasure_popup3	${treasureName}
matatabi_transition	「${itemName}」が必要です<br>どちらに移動しますか？
matatabi_guide1	「${stageName}」は<br>毎週月曜日に開催されます<br>${commonText}
matatabi_guide2	「${stageName}」は<br>毎週火曜日に開催されます<br>${commonText}
matatabi_guide3	「${stageName}」は<br>毎週水曜日に開催されます<br>${commonText}
matatabi_guide4	「${stageName}」は<br>毎週木曜日に開催されます<br>${commonText}
matatabi_guide5	「${stageName}」は<br>毎週金曜日に開催されます<br>${commonText}
matatabi_guide_common	※ネコビタンステージは毎日開催されます
matatabi_guide_special	※一定確率で虹マタタビがドロップします
matatabi_guide_guerrilla	「${stageName}」は<br>ゲリラで開催されます<br>詳しくはイベントカレンダーをチェック！
cube_guide	超獣討伐ステージは<br>毎日ゲリラで開催されます<br>詳しくはイベントカレンダーをチェック！
gamatotoBonus	ガマトトは感覚を研ぎ澄ました！
gamatoto_popup1	${areaName}<br>${timeText}に再び出発します<br>${bonuspop}
gamatoto_popup2	にゃんこ隊員とオトート開発隊の助手が<br>定員オーバーしています<br>${gamatotoName}隊員【${gamatotoRarity}】<br>とお別れしますか？
gamatoto_popup3	にゃんこ隊員が定員オーバーしています<br>${gamatotoName}隊員【${gamatotoRarity}】を<br>オトート開発隊の助手として<br>引きとめますか？
gamatoto_popup4	にゃんこ隊員が定員オーバーしています<br>${gamatotoName}隊員【${gamatotoRarity}】<br>とお別れしますか？
gamatoto_error_popup1	前回探検したエリアの情報がないため<br>再探検ができません
gamatoto_error_popup2	前回探検したエリアが開催されていないため<br>再探検ができません
gamatotoBonus_popup1	<flash>ガマトトがゾーンを発動！！</flash><br>オーラ付きのアイテムを必ず1個以上ゲット可能！<br>ゾーン状態での探検可能回数 ${expeditionNum}回
gamatotoBonus_popup2	ガマトトのゾーン状態が終了しました
gamatotoBonus_popup3	すべての探検エリアにおいて<br>オーラ付きのアイテムを必ず1個以上ゲット可能！<br><color=255,255,0>ゾーン状態での探検可能回数 ${expeditionNum}回</color>
gamatotoBonus_popup4	<color=255,0,255>ゾーン発動中は1個確定！</color>
gamatotoBonus_popup5	<color=255,255,0>ゾーン状態での探検可能回数 ${expeditionNum}回</color>
medama_rennsuu	このガチャをあと${value}回ガチャれば目玉アイテム1個が必ず出現！
medama_complete	目玉アイテムCOMPLETE！
cube_guide_common1	※超獣討伐ステージの中では<br>「ガープラ密林」が一番入手しやすいです
cube_guide_common2	※超獣討伐ステージの中では<br>「アシビニ砂漠」が一番入手しやすいです
cube_guide_common3	※超獣討伐ステージの中では<br>「ジャンフォレ火山」が一番入手しやすいです
stage_challenge_conditions	「${mapName}」に<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
cert_tutorial1	<color=255,255,0>固定編成のステージ</color><br>キャラクター・にゃんこ砲の編成内容とお宝の取得状態<br>キャラクター・青玉のレベルが決まっているぞ！<br>下のボタンをタップすると出陣スロットが確認可能！
cert_tutorial2	編成が決められているステージでは<br>挑戦の前に攻略のヒントを見ることができるぞ！<br>ステージボタンをタップして見てみよう！
cert_tutorial3	アイコンをさわると詳細を確認できるぞ！<br>出現する敵や1回だけドロップする報酬など<br>他にもお役立ち情報がもりだくさん！
fixed_formation_popup	決められた編成で挑むステージです<br>編成を変更することはできません<br>※戦闘中、停止ボタンで編成の詳細を確認できます
fixed_formation_slot_name	固定
hint_popup000	<color=0,0,0>赤い敵、黒い敵、エイリアン<br>など、様々な属性を持つ敵がいます<br>赤い敵には<color=0,0,255>バトルネコ<color=0,0,0>や<br><color=0,0,255>ネコフィッシュ<color=0,0,0>などが効果的です</color>
hint_popup001	<color=0,0,0>射程の長い<color=0,0,255>クマ先生<color=0,0,0>には<br>より射程の長い<color=0,0,255>ネコドラゴン<color=0,0,0>で対抗しよう<br>攻撃力の高い<color=0,0,255>パオン<color=0,0,0>には<br>タフな<color=0,0,255>ネコダラボッチ<color=0,0,0>で対抗しよう<br>にゃんこの個性を活かして優位に戦おう</color>
hint_popup002	<color=0,0,0>機械のような見た目のメタルな敵には<br>なかなかダメージを与えられません<br>メタルな敵にも大きなダメージを与えられる<br><color=0,0,255>クリティカル<color=0,0,0>の能力で対抗しよう</color>
hint_popup003	<color=0,0,0>紫色をしたゾンビの敵は<br>倒しても蘇生する特徴を持っています<br><color=0,0,255>ゾンビキラー<color=0,0,0>の能力を持つキャラクターで<br>トドメをさすと蘇生を防ぐことができます</color>
hint_popup004	<color=0,0,0>素早くどんどん押し込んでくる敵は<br>値段が安くてたくさん生産できる <br>キャラクターを出し続けると <br>進行を食い止めることができます</color>
hint_popup005	<color=0,0,0>敵城を攻撃するまで<br>ボスが出てこないステージがあります<br>敵を倒さないように時間を稼いで、<br>お金を貯めてからボスに挑もう</color>
hint_popup006	<color=0,0,0>特定の属性の敵に対して<br><color=0,0,255>動きを止める、遅くする<color=0,0,0>などの<br>妨害効果を持つキャラクターがいます<br>敵の属性に応じた妨害キャラクターを使って<br>優位に戦おう</color>
hint_popup007	<color=0,0,0>ダメージを受け付けないバリアを<br>持つ敵がいます。強力な攻撃で<br>破壊するか、一定の確率でバリアを<br>破壊できる<color=0,0,255>バリアブレイカー<color=0,0,0>を持つ<br>キャラクターで対抗しよう</color>
hint_popup008	<color=0,0,0>ゾンビは味方に近づくと<br>地面に潜ってすり抜けてきます<br>すり抜けてくるゾンビに備えて<br>キャラクターを生産し過ぎないようにしよう</color>
equipment_attribute_common	ターゲット属性の敵
treasure_box_open	以下からランダムで入手できます
treasure_box_probability	※各アイテムの排出率は同一です<br>※アイコンを押すと説明を確認できます
treasure_box_item	<color=255,255,0>${itemName}</color>
treasure_box_result	<color=255,255,0>「${itemName}」が当たった！</color><br>ネコカンを使用して引き直すことができます
treasure_box_result_2	※引き直した後はこのアイテムが入手できなくなります
treasure_box_result_last_one	<color=255,255,0>「${itemName}」が当たった！</color><br>これ以上、引き直すことはできません
treasure_box_redraw	ネコカン${itemNum}個で引き直しますか？
treasure_box_redrow_probability	※各アイテムの排出率は同一です<br>※既に当たったアイテムは排出されません
treasure_box_last_one	ネコカン${itemNum}個を使用して<br>以下のアイテムを入手できます。
treasure_box_get_confirm	「${itemName}」を<br>入手しますか？
treasure_box_error_1	ネコカンが${itemNum}個不足しています。<br>ネコカンショップへ移動しますか？
leadershipreturn_pop1	戦闘を中止しますか？<br><color=255,255,0>統率力のみ戻ります</color>
leadershipreturn_pop2	このステージはコンテニュー出来ません<br>統率力のみ戻ります
leadershipreturn_pop3	敗北と戦闘離脱時に<br>統率力が戻るステージです<br><color=255,255,0>EXステージに挑戦した場合は戻りません</color>
leadershipreturn_pop4	敗北と戦闘離脱時に<br>統率力が戻るステージです
equipment_filteringMiss	<color=255,255,0>絞り込みの結果、該当する本能玉は<br>見つかりませんでした。</color>
SpecialRuleReset000	<color=255,255,0>軍資金リセット！</color><br>キャラクターの生産に使う軍資金の<br>所持金額をリセットしました
