item_pack_name_0	Offerta: Pack Friskat!
unlock_popup_message_106	<flash>Bonus completamento Gatti del Cosmo!</flash><br>Hai sconfitto il Gatto divino!</flash><br>Per ringraziarti, Superfelino è ora disponibile nella Miaocapsula+.
unlock_popup_message_107	<flash>Miaocapsula+ sbloccata!</flash>Rimessa felina aumentata da 64 → <color=255,255,0>128 Gatti</color>.<br>Scambio Gatti normali modificato da 1 NP → <color=255,255,0>2 NP</color>.
scratch_SNS_001	
gama_jinja_01_popup	<flash>Benedizione del Santuario felino!</flash><br>Ricevi: ${itemName} x${itemNum}!
scratch_SNS_002	Ho ricevuto %d Friskat dal #BattleCatsScratcher della Miaoccademia Batticuore!<br>Prova una volta alla settimana durante l'evento per ricevere Friskat gratis!<br><br>#TheBattleCats #BattleCatsScratcher
view_unavailable	Nessun video disponibile.
view_limit_reached	Limite visualizzazioni raggiunto.
data_download_error_hash_mismatch	There is a problem with the save data. (Error Code TE01)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load	There is a problem with the save data. (Error Code TE02)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_read_local_backup	There is a problem with the save data. (Error Code TE03)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load_local_backup	There is a problem with the save data. (Error Code TE04)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
GiftMessage_020	<flash>Ricompensa livello 9</flash><br>Supera il livello finale di "Vetta del Behemoth"<br>per una piccola poss. di sbloccare<br>il Gatto speciale "Naala bestia stagionata"!
unlock_popup_message_108	<flash>Livello Vitamiao: "Impatto blu" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
scratch_SNS_003	Hai ricevuto %d Friskat dal Mini Tiragraffi felino! <br>Partecipa subito e ottieni Friskat! <br><br>#TheBattleCats #LilCatScratcher
unlock_popup_message_109	<flash>Livello Vitamiao: "Folle Moneko colpisce" sbloccato!</flash><br> *Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_110	<flash>Livello Vitamiao: "Rosso di mattina" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_111	<flash>Livello Vitamiao: "Morti rotolanti" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_112	<flash>Livello Vitamiao: "Tifone Nemo" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_113	<flash>Livello Vitamiao: "Il grande diablo" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_114	<flash>Livello Vitamiao: "Fondo della palude" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_115	<flash>Livello Vitamiao: "Pazzi per i Gatti" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_116	<flash>Livello Vitamiao: "Pazzi per il panzer" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_117	<flash>Livello Vitamiao: "Pazzi per l'ascia" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_118	<flash>Livello Vitamiao: "Pazzi per gli alti" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_119	<flash>Livello Vitamiao: "Pazzi per la mucca" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_120	<flash>Livello Vitamiao: "Pazzi per le ali" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_121	<flash>Livello Vitamiao: "Pazzi per il pesce" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_122	<flash>Livello Vitamiao: "Pazzi per le scaglie" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_123	<flash>Livello Vitamiao: "Pazzi per il Titano" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
unlock_popup_message_124	<flash>Livello Vitamiao: "La seconda dimensione" sbloccato!</flash><br>* Usa Vitamiao in qualsiasi momento per affrontare questo livello!
drop_info_single	<color=0,0,0>La ricompensa unica per questo livello è</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_info_multi	<color=0,0,0>La ricompensa unica per questo livello è</color><br><color=255,0,0>${dropContents}</color><color=0,0,0><br>${statusWord}</color>
drop_contents1	${itemName} +${itemNum}
drop_contents2	Unità "${charaName}"
drop_contents3	Forma Reale di: "${charaName}"
status_acquire	È già in tuo possesso.
status_unacquired	Non è ancora in tuo possesso.
scheme_item_param_77	
AccountDelete_error01	Impossibile creare il codice.<br>Verifica la tua connessione di rete.
AccountDelete_error02	Impossibile eliminare l'account.<br>Verifica la tua connessione di rete.
AccountDelete_error03	Il codice è scaduto.<br>Per favore, ricomincia dall'inizio.
boost_message	<color=255,0,255>Accelerazione</color><br><color=0,0,0>Usala per attivare un turbo<br>Tocca l'icona in battaglia e seleziona<br>le modalità Spento, Velocità X2 o X3.</color>
item_possession	<color=178,178,178>(# Quantità posseduta: ${itemNum1} → ${itemNum2})</color>
stage_restriction_charagroup_7	World Trigger Collab Unit
slot_remove	Tutte le unità saranno rimosse dalla formazione da battaglia.
remove_error	<color=255,255,0>L'unità non può essere rimossa dalla formazione.</color>
receive_honor_popup	<flash>%s</flash>
labyrinth_SNS	La mia armata felina ha razziato %@ del Labirinto sotterraneo! %s %s
unusable_info	${unusableNum} Gatti sono in trappola!<br>Non puoi equipaggiare queste unità<br>nella prossima battaglia.
change_info	${unusableNum} Gatti sono in trappola!<br><color=255,255,0>Scegli ${usableNum} unità catturate<br>da salvare!</color>
change_limit	<color=255,255,0>Non ci sono altri Gatti da salvare.</color>
change_lack	Scegli altri <color=255,255,0>${usableNum} Gatti</color> da salvare!
change_confirmation	I Gatti in trappola<br>non possono essere schierati nella prossima battaglia.<br>OK?
labyrinth_start	È ora disponibile il Labirinto sotterraneo! <br>(Dal ${startDate} al ${endDate}) <br>Sfida altri giocatori per raggiungere le profondità più remote!<br>Guadagna ricompense in base a quanto riesci ad andare in profondità!
labyrinth_announce1	Risultati del Labirinto sotterraneo<br>(Dal ${startDate} al ${endDate}) <br>Ultimo Grado: ${rankingNum}％！<br>Le ricompense potranno essere riscosse dalla Posta<br>(Le ricompense non riscosse scadono dopo 1 mese).
labyrinth_announce2	Risultati del Labirinto sotterraneo<br>(Dal ${startDate} al ${endDate}) <br>Ultimo Grado: ${rankingNum}％！<br>Purtroppo non hai i requisiti per ricevere le ricompense.<br>Avrai più fortuna la prossima volta!
labyrinth_announce3	L'evento Labirinto sotterraneo si è concluso!<br>Buona fortuna per la tua prossima esplorazione sotterranea!
labyrinth_challenge_item	Nel Labirinto sotterraneo,<br>puoi utilizzare l'accelerazione e i Gatti CPU per quanto tempo desideri!<br>* L'accelerazione si esaurirà una volta attivata.
labyrinth_play_error1	<color=255,255,0>Non è possibile rigiocare i livelli del Labirinto sotterraneo completati.</color>
labyrinth_play_error2	<color=255,255,0>Un'unità necessaria non è equipaggiata nella tua formazione da battaglia.<br>Scegli 10 unità equipaggiabili.</color>
labyrinth_slot_error	<color=255,255,0>Le formazioni usate in precedenza non potranno essere riutilizzate nel Labirinto sotterraneo.</color>
labyrinth_slot_name	Squadra
labyrinth_combo_error	<color=255,255,0>La maledizione del Labirinto sotterraneo<br>ti impedisce di usare le Combo feline.</color>
labyrinth_cancel	Abbandonare la battaglia?<br><color=255,0,0>Alcune unità sono in trappola!</color><br><color=178,178,178>* Non puoi schierare le unità in trappola nella prossima battaglia.</color>
labyrinth_result	Livello ${stageName} completato!<br>Hai raggiunto il grado ${rankingNum}% nelle squadre di ricerca!
cube_growup_1	Verranno usati ${Num} ${itemName}<br>per creare una gemma Behemoth.
unlock_popup_message_125	<flash>Ricompensa livello!</flash><br>Hai sbloccato la Forma Reale dell'unità speciale Canumaru!<br>Usa XP e materiali per evolvere<br>dopo aver raggiunto il liv. 30!
unlock_popup_message_126	<flash>Ricompensa livello!</flash><br>Hai sbloccato la Forma Reale dell'unità speciale Urs e Fenrir!<br>Usa XP e materiali per evolvere<br>dopo aver raggiunto il liv. 30!
unlock_popup_message_127	<flash>Ricompensa livello!</flash><br>Hai sbloccato la Forma Reale dell'unità speciale Doron in maschera stagionato!<br>Usa XP e materiali per evolvere<br>dopo aver raggiunto il liv. 30!
unlock_popup_message_128	<flash>Ricompensa livello!</flash><br>Hai sbloccato la Forma Reale dell'unità speciale Naala bestia stagionata!<br>Usa XP e materiali per evolvere<br>dopo aver raggiunto il liv. 30!
unlock_popup_message_129	<flash>Aumenta il livello massimo!</flash><br>I Gatti possono raggiungere livelli più alti<br>prima di quello MAX usando Occhio di gatto!<br>(Richiesto grado giocatore 1600 per usare Occhio di gatto)
unlock_popup_message_130	<flash>Il Livello leggendario 0 è apparso nei Livelli leggendari.</flash><br>Può essere affrontato dai Livelli leggendari.
unlock_popup_message_131	<flash>Ricompensa livello!</flash><br>Hai sbloccato la Forma Reale dell'unità speciale Gatto Ostruzione!<br>Usa XP e materiali per evolvere<br>dopo aver raggiunto il liv. 30!
unlock_popup_message_132	<flash>Il Labirinto sotterraneo è stato sbloccato!</flash><br>Comparirà nel menu del titolo durante l'evento.<br>Seleziona "Labirinto sotterraneo" per giocare!
item_pack_name_71	Pack XP fantastico
item_pack_name_72	Pack Occhio di gatto e Oggetti da battaglia
item_pack_name_73	Pack Occhio di gatto e Biglietto raro
item_pack_name_8	Pack aumento Friskat
item_pack_name_9	Pack aumento XP
item_pack_name_10	Pack aumento oggetti
item_pack_name_47	Pack aumento Friskat
item_pack_name_48	Pack aumento XP
item_pack_name_49	Pack aumento oggetti
item_pack_name_67	Pack aumento Friskat
item_pack_name_68	Pack aumento XP
item_pack_name_74	Pack aumento Friskat
potential_skill_warning01	Ultra talenti sbloccabili al <flash>liv. ${level}</flash><br>* I livelli totali includono i liv. MAX+
potential_skill_warning02	Secondo slot Sfere talento sbloccabile al <flash>liv. ${level}</flash><br>* I livelli totali includono i liv. MAX+
potential_skill_option00	<flash>${charaName}</flash> ha<br>ricevuto un Ultra talento!
potential_skill_option01	<flash>${charaName}</flash>ha<br>ricevuto un nuovo slot Sfere talento!
potential_skill_option02	<flash>${charaName}</flash>ha<br>ricevuto un Ultra talento e uno slot Sfere talento!
potential_name1	Ultra talento 
potential_skill_name61	Aumento frequenza di attacco
item_pack_name_75	Pack progressi
Castle_dev_finish03	<flash>Miglioramento ${partsName} di ${recipeName} completato!</flash>
Castle_dev_finish04	<flash>Fusione materiali completata!</flash><br>${itemName}　${value1} → <color=255,255,0>${value2}</color>
Castle_lock06	Servono più materiali!<br>* Materiali extradimensionali<br>ottenibili fondendo i materiali.
Castle_dev_start03	Inizia a migliorare ${recipeName} di ${partsName}.
Castle_dev_start04	Inizia fusione materiali.
Castle_UnlockDataId_9	Costruire Rallentamento cannone felino<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_10	Costruire Muro di ferro<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_11	Costruire Fulmini e saette<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_12	Costruire Bomba d'acqua<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_13	Costruire Sacro scoppio<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_14	Costruire Sfonda barriere<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_UnlockDataId_15	Costruire Malediscoppi<br>e completare il livello leggendario "Laboratorio di cimeli"
Castle_mixitem00	Fondi i materiali per migliorare o aumentare<br>le fondamenta e lo stile del cannone felino.
stage_restriction_charagroup_8	
potential_skill_name62	Mini-ondata
filter_option_description2	<color=0,0,0>Cambia la modalità di ricerca obiettivo/abilità<br>O: mostra chi soddisfa almeno un requisito<br>E: mostra chi soddisfa tutti i requisiti</color>
unlock_popup_message_133	<flash>Il miglioramento delle fondamenta e dello stile e la fusione dei materiali<br></flash>sono stati sbloccati! <br>Tocca la scheda Gamatoto nella Base felina per iniziare!
unlock_popup_message_134	<flash>Livello max aumentato!</flash><br>Superando il livello hai alzato il livello max dei<br>Mini Gatti a 45!
unlock_popup_message_135	<flash>Livello max aumentato!</flash><br>Superando il livello hai alzato il livello max dei<br>Mini Gatti a 50!
unlock_popup_message_136	<flash>Livello max aumentato!</flash><br>Superando il livello hai alzato il livello max dei<br>Mini Gatti a 55!
unlock_popup_message_137	<flash>Livello max aumentato!</flash><br>Superando il livello hai alzato il livello max dei<br>Mini Gatti a 60!
potential_skill_name63	Ammazzagiganti
potential_skill_name64	Ammazza Behemoth
stage_restriction_charagroup_9	Gatto
potential_skill_name65	Mini valanga
slot_SNS_002	Ho ricevuto %d Friskat dalle Slot Feline su #TheBattleCats!<br><br>#BattleCats #9anni
stageskip_message_2	Baron Foca colpisce "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_3	Ele-tale attacca "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_4	Mega minaccia "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_5	Orrorpotamo "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_6	Arcangelo divino colpisce "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_7	Grande Ping Z colpisce "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
stageskip_message_8	L'attacco dei Presagi "${stageName1}" superato!<br>Inizia la prossima sfida da <flash>${stageName2}</flash>.
unlock_popup_message_138	<flash>Salta le battaglie con Gatto CPU!</flash><br>Per saltare le battaglie dei livelli che hai superato, tocca l'icona che appare selezionando gli oggetti.<br>Nota: non è possibile saltare le battaglie di alcuni livelli.
ScatCPU_info1	Vuoi usare <flash>${itemNum1}</flash> ${itemName1} per saltare la battaglia?<br>Hai ancora ${itemNum2} Salta a disposizione per oggi.
ScatCPU_info2	<flash>Gatti CPU illimitati per tutti!</flash><br>Vuoi saltare la battaglia?<br>Hai ancora ${itemNum} Salta a disposizione per oggi.
ScatCPU_XPdrop	<color=255,255,0>Vittoria totale!</color><br>Hai </flash>ricevuto<flash> XP per aver superato il livello!<br>XP +${itemNum}
ScatCPU_message	<color=255,0,255>Il Gatto CPU</color><color=0,0,0> è in arrivo.<br>Non è perfetto, essendo stato programmato dai Gatti,<br>ma è abbastanza abile da affrontare i livelli<br>precedentemente superati toccando l'icona!</color>
ScatCPU_error1	Hai raggiunto il tuo limite di Salta delle battaglie.<br>Il tuo limite di Salta si ripristinerà completamente a mezzanotte.
ScatCPU_error2	L'orario del dispositivo potrebbe essere stato modificato.<br>Per un po' di tempo non sarà possibile saltare le battaglie.
ScatCPU_error3	Hai esaurito i Gatti CPU.<br>Vuoi andare al negozio di oggetti?
ScatCPU_error4	Vuoi usare <flash>${itemNum1}</flash> ${itemName1} per saltare la battaglia?<br><color=255,255,0>Non potrai ottenere le ricompense con punteggio a tempo dai livelli.</color><br>Hai ancora ${itemNum2} Salta a disposizione per oggi.
ScatCPU_error5	Gatti CPU illimitati per tutti!<br>Vuoi saltare la battaglia?<br><color=255,255,0>Non potrai ottenere le ricompense con punteggio a tempo dai livelli che le prevedono.</color><br>Hai ancora ${itemNum2} Salta a disposizione per oggi.
ScatCPU_error6	Vuoi usare <flash>${itemNum1}</flash> ${itemName1} per saltare la battaglia?<br><color=255,255,0>I livelli di continuazione non appariranno dopo aver saltato una battaglia.</color><br>Hai ancora ${itemNum2} Salta a disposizione per oggi.
ScatCPU_error7	Gatti CPU illimitati per tutti!<br>Vuoi saltare la battaglia?<br><color=255,255,0>I livelli di continuazione non appariranno dopo aver saltato una battaglia.</color><br>Hai ancora ${itemNum2} Salta a disposizione per oggi.
ScatCPU_error8	Non è possibile saltare le battaglie non ancora superate.
ScatCPU_error9	In questo livello non è possibile saltare le battaglie!<br>È il miaomento di combattere con le proprie forze!
filter_option_description3	<color=0,0,0>Mostra solo Gatti con un pulsante Evoluzione attivo.</color>
filter_option_description4	<color=0,0,0>Mostra solo Gatti con un pulsante Talenti attivo.</color>
chapter_name_8	Gatti del Cosmo Cap. 2
labyrinth_autoslot	Le unità verranno inserite automaticamente se disponibili.
push_permission	Attiva l'impostazione "Notifiche e promemoria"<br>per ricevere notifiche in tempo. <br><color=255,255,0>Aprire il menu impostazioni di Android?</color>
purchase_unavailable_android	Non può essere acquistato su Google Play.<br>Verifica la tua connessione e<br>conferma di aver effettuato l'accesso a Google Play.
purchase_unable_ios	Acquisto tramite App Store non riuscito. Controlla la connessione di rete e l'accesso all'App Store.
purchase_unable_android	Acquisto tramite Google Play non riuscito. Controlla la connessione di rete e l'accesso a Google Play.
drop_contents4	Forma ultra di "${charaName}"
drop_popup_chara_third_evolve2	<br>Hai rivelato la Forma ultra %@<br>%@ di "%@"'!<br><flash>Sblocca dopo aver raggiunto il livello 50!</flash>
mission_receive_item_chara_evolve2	<color=255,255,0>Ricompensa Forma ultra: "${charaName}"</color>
receive_item_popup_chara_evolve2	Forma ultra: %s
GiftMessage_021	<flash>Ricompensa livello 10</flash><br>Supera il livello finale di "Giardino dei pensieri sfioriti"<br>per una piccola possibilità di<br>ottenere Maestro della mente Sokrate!
potential_skill_name66	Sterminatore di saggi
item_pack_name_76	Pack Gatto CPU
stage_SPChara_warning	Questa unità non può essere schierata ora!
item_pack_name_77	Acquista l'unità limitata: "Preside Gatto"
enemy_info_unknown	<color=255,255,0>Visualizza questo nemico nella Guida ai nemici<br>dopo la vittoria, dopo la sconfitta o dopo 10 secondi in battaglia.</color>
enemy_info_not_found	<color=255,255,0>Questo nemico sconosciuto non è ancora<br>stato aggiunto alla Guida ai nemici.</color>
comeback_push_01	Lo senti? I Gatti sentono la tua mancanza...
equipment_fault	*Questo non applicherà alcun effetto alla forma attuale.
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
gamatotoReward_4	${itemName} + ${itemNum}
item_pack_name_78	Acquista l'unità limitata: "Dotty Cat"
item_pack_name_80	Offerta speciale: compra 1 bigl. raro!
stageskip_message_9	Hai superato Gigahaniwan colpisce! ${stageName1}!<br>La prossima volta puoi ricominciare da <flash>${stageName2}</flash>!
clear_adreward_1	Possibilità di ottenere XP!<br>Vuoi guardare un video e ottenere <flash>XP ${xp} doppi</flash>?
reward_freegatya	Guarda un video per girare<br>le Capsule della fortuna (solo una volta al giorno).
Itemshop_ad_popup1	Vuoi guardare un annuncio per ottenere +${xp} XP?
clear_adreward_2	Hai ottenuto <flash>+${xp} XP</flash>!
lose_retry_ad	Soldi al MASSIMO, cannone felino CARICO!
Itemshop_ad_popup2	Ottenuti +${xp} XP!
stage_restriction_limit_6	${rarity}: ${value} o meno
SpecialRuleName000	Fondo fiduciario
SpecialRuleName001	Parità tempo ricar.
SpecialRuleExplanation000	【Fondo fiduciario】<br>Inizi la battaglia con un sacco di soldi,<br>ma non ne guadagni col tempo<br>o sconfiggendo nemici.
SpecialRuleExplanation001	【Parità di tempo di ricarica】<br>La velocità del tempo di ricarica<br>sarà la stessa per tutte le unità amiche.
treasure_get	Tocca due volte l'icona per raggiungere il livello in cui puoi ottenere quella ricompensa.
treasure_geterror	Non puoi raggiungere un livello che non hai ancora superato.
treasure_popup1	<color=255,255,0> ${treasureRank} ${treasureName}</color> ${text} ${stageName}
treasure_popup2	 ${treasureRank} ${text} ${stageName}
treasure_popup3	 ${treasureName}
item_pack_name_81	Offerta dello sfidante: Pack XP e Biglietto raro!
item_pack_name_82	
scratch_SNS_004	Ho vinto %d Friskat con la #BattleCatsScratcher!<br>Prova una volta alla settimana per vincere un premio fantastico!<br><br>#TheBattleCats #CatsOfSummer2025
slot_SNS_003	Ho ricevuto %d Friskat dalle Slot Feline su #TheBattleCats!<br><br>#BattleCats #10anni
Account_iOS13_error	L'accesso Apple non può essere utilizzato con dispositivi iOS 12 o precedenti.
gamatoto_shortcut	Vuoi andare alla schermata di Gamatoto?
mission_receive_bulk	Hai ottenuto tutte le ricompense della missione.
mission_receive_bulk_item	${itemName} x ${itemNum}
mission_receive_bulk_item_chara	Unità: "${charaName}"
mission_receive_bulk_item_chara_evolve	Unità: "${charaName}" Forma Reale
mission_receive_bulk_item_chara_evolve2	Unità: "${charaName}" Forma ultra
mission_receive_bulk_item_xp	${itemName} + ${itemNum}
mission_receive_bulk_not_all	<color=255,255,0>Possiedi troppi oggetti<br>per riscattare tutte le ricompense della missione.</color>
mission_txt	Missioni completate: ${missionNum}
SpecialRuleExplanation004	【Offerta super rare]  <br>Le unità super rare possono essere schierate<br>a metà costo e con metà del tempo di ricarica.
SpecialRuleName004	Offerta super rare
stage_restriction_limit_7	Unità schierabili per ogni rarità: <color=255,255,0>%@</color>
stage_restriction_limit_8	${rarity} x${value}
stage_shortcut	Vuoi andare alla schermata<br>di selezione del livello "${stageName}"?<br>${specialText}
stage_shortcut_nekovitan	Vuoi andare alla schermata<br>di selezione del livello Vitamiao <br>"${stageName}"?<br>${specialText}
stage_shortcut_no_interval_times	<color=255,255,0>Impossibile affrontare questo livello.<br>(Tentativi di livello esauriti)</color>
stage_shortcut_not_found	<color=255,255,0>Impossibile affrontare questo livello.<br>(Livello non sbloccato)</color>
stage_shortcut_out_of_term	<color=255,255,0>Impossibile affrontare questo livello.<br>(Livello attualmente non disponibile)</color>
talk_005_push	Continuiamo le chiacchiere tra gatti!
cube_guide	I livelli della Selezione Behemoth sono disponibili<br>ogni giorno come eventi Blitz. Controlla il<br>calendario eventi per maggiori dettagli!
cube_guide_common1	*Più facile da trovare nella Selezione Behemoth,<br>livello Foresta segreta di Gapra.
cube_guide_common2	*Più facile da trovare nella Selezione Behemoth,<br>livello Deserto Ashvini.
cube_guide_common3	*Più facile da trovare nella Selezione Behemoth,<br>livello Vulcano Jinfore.
gamatoto_error_popup1	Non puoi riesplorare se prima non<br>parti per una spedizione!
gamatoto_error_popup2	Non puoi riesplorare perché l'area della precedente<br>esplorazione non è più disponibile.
gamatoto_popup1	${areaName}<br>Riesplora ${timeText}<br>${bonuspop}
gamatoto_popup2	Hai raggiunto il limite di <br>aiutanti gatto e ingegneri Ototo.<br>Rimuovi<br>${gamatotoName} (${gamatotoRarity})?
gamatoto_popup3	Gli aiutanti gatto<br>sono in sovrannumero.<br>Rimuovi<br>${gamatotoName} 【${gamatotoRarity}】 come ingegnere?
gamatoto_popup4	Gli aiutanti gatto<br>sono in sovrannumero.<br>Rimuovi<br>${gamatotoName}【${gamatotoRarity}】 come aiutante?
gamatotoBonus	I sensi di Gamatoto sono migliorati!
gamatotoBonus_popup1	<flash>Gamatoto è super concentrato!</flash><br>Un oggetto aura garantito!<br>Spedizioni in stato super concentrato rimanenti: ${expeditionNum}
gamatotoBonus_popup2	Gamatoto non è più concentrato...
gamatotoBonus_popup3	Almeno 1 oggetto aura è garantito da qualsiasi spedizione!<br><color=255,255,0>Spedizioni in stato super concentrato rimanenti: ${expeditionNum}</color>
gamatotoBonus_popup4	<color=255,0,255>Uno garantito in stato super concentrato! </color>
gamatotoBonus_popup5	<color=255,255,0>Spedizioni in stato super concentrato rimanenti: ${expeditionNum}</color>
GiftMessage_022	<flash>Un nemico misterioso nella Foresta sacra Liv. 4!</flash>
item_pack_name_83	Offerta Grado giocatore 300
legend_warning_01	<color=255,255,0>Per affrontare questo livello,<br>supera tutti i livelli delle Leggende misteriose.</color>
matatabi_guide_common	*I livelli Vitamiao sono disponibili ogni giorno.
matatabi_guide_guerrilla	${stageName} è disponibile<br>ogni giorno come livello Blitz. Controlla il<br>calendario eventi per maggiori dettagli!
matatabi_guide_special	*I miagrumi epici saranno ottenibili con una frequenza fissa.
matatabi_guide1	${stageName} <br>disponibile ogni lunedì<br>${commonText}
matatabi_guide2	${stageName} <br>disponibile ogni martedì<br>${commonText}
matatabi_guide3	${stageName} <br>disponibile ogni mercoledì<br>${commonText}
matatabi_guide4	${stageName} <br>disponibile ogni giovedì<br>${commonText}
matatabi_guide5	${stageName} <br>disponibile ogni venerdì<br>${commonText}
matatabi_transition	Serve "${itemName}"<br>Selezionare una destinazione?
medama_complete	Oggetto in evidenza COMPLETATO!
medama_rennsuu	Ottieni un oggetto in evidenza dopo aver usato le capsule ${value} volte!
SpecialRuleExplanation002	【Solo una rarità】<br>Puoi schierare contemporaneamente solo un'unità per ogni rarità.<br>La tua armata felina può essere impostata come preferisci.
SpecialRuleExplanation003	【Lavoro economico】<br>Tutte le unità alleate possono essere schierate<br>per 500￠.
SpecialRuleName002	Solo una rarità
SpecialRuleName003	Lavoro economico
stage_challenge_conditions	${mapName}<br>${stagelimitText1}<br>${stagelimitText2}<br>${stagelimitText3}
stage_restriction_limit_9	Unità schierabili: <color=255,255,0> x${value}</color>
unlock_popup_message_139	<flash>Una misteriosa forma di vita è apparsa<br> nel Labirinto antica foresta!</flash>
unlock_popup_message_140	<flash>Ricompensa livello!</flash><br>Forma Reale per<br> Idi:N sbloccata. Raggiungi il lv. 30 e<br>XP e oggetti per evolvere!
cert_tutorial1	<color=255,255,0>Livelli con formazione fissa</color><br>Scopri livelli con unità, impostazioni<br>cannone felino e tesori preimpostati. Premi il<br>pulsante sotto per controllare le tue unità!
cert_tutorial2	Guarda un suggerimento prima dell'inizio della battaglia<br>nei livelli con formazioni fisse!<br>Tocca il pulsante del livello per vederlo!
cert_tutorial3	Premi l'icona per vedere altre informazioni!<br>Puoi controllare i nemici, le ricompense uniche<br>e altre informazioni importanti!
fixed_formation_popup	Questo livello ha una formazione fissa.<br>La formazione non può essere modificata.<br>*Vedi i dettagli dal menu di pausa.
fixed_formation_slot_name	Fissa
hint_popup000	<color=0,0,0>Ci sono molti tipi di nemici, tra cui<br>nemici rossi, neri, e alieni.<br>Contro i nemici rossi, <color=0,0,255>Gatto ascia,<color=0,0,0> e<br><color=0,0,255>Pescegatto<color=0,0,0> sono efficaci.</color>
hint_popup001	<color=0,0,0>Per l'attaccante a distanza <color=0,0,255>Professor Orso<color=0,0,0>,<br>usa unità a distanza come <color=0,0,255>Lucertogatto<color=0,0,0>.<br>Per attaccanti potenti come <color=0,0,255>Eleboin<color=0,0,0>,<br>unità forti come <color=0,0,255>Gatto Titano<color=0,0,0> sono la scelta giusta.<br>Sfrutta la forza di un'unità Gatto per vincere!</color>
hint_popup002	<color=0,0,0>I nemici metallici simili a macchinari<br>subiscono pochissimi danni.<br>Per affrontarli, schiera unità con l'<br><color=0,0,255>abilità<color=0,0,0> Danni critici</color>.
hint_popup003	<color=0,0,0>I nemici zombi viola possono<br>rianimarsi anche dopo essere stati sconfitti.<br>Le unità <color=0,0,255>Ammazza zombi<color=0,0,0> possono sconfiggere<br>gli zombi e impedire loro di rianimarsi.</color>
hint_popup004	<color=0,0,0>I nemici veloci e implacabili<br>possono essere contenuti schierando <br>unità che hanno un costo basso<br>e una vitalità elevata.</color>
hint_popup005	<color=0,0,0>Alcuni boss non compariranno finché<br>la base nemica non viene attaccata.<br>Assicurati di accumulare soldi prima di<br>penetrare le forze nemiche.</color>
hint_popup006	<color=0,0,0>Debuff come <color=0,0,255>immobilità e rallentamento<color=0,0,0><br>sono una soluzione efficace<br>contro i nemici con tratti.<br>Usa unità con debuff che contrastano<br>i nemici con tratti per vincere!</color>
