item_pack_name_0	Packaktion: Katzenbatzenpaket!
gamestop_device	Diese Speicherdaten werden bereits verwendet\nund können auf diesem Gerät nicht mehr abgerufen werden.\nWenn du dieses Gerät verwenden möchtest, installiere\ndie App neu und fange von vorn an.
item_pack_name_32	Helferangebot: 3 Stunden unbegrenzt reiche Katzen!
item_pack_name_33	Helferangebot: 3 Stunden unbegrenzt Katzencomputer!
item_pack_name_34	Helferangebot: 3 Stunden unbegrenzt Katzenschützen!
otasuke_sale2	Unbegrenzt reiche Katzen für 3 Stunden!<br>
otasuke_sale3	Unbegrenzt Katzencomputer für 3 Stunden!<br>
otasuke_sale5	Unbegrenzt Katzenschützen für 3 Stunden!<br>
GiftMessage_019	<flash>Levelabschlussbonus 8</flash><br>Schließe das letzte Level von „Uraltes Waldlabyrinth“ ab,<br>um vielleicht die Sonderkatze<br>„Ältestenmaske Doron“ freizuschalten!
save_failed1	Nicht genug Speicherplatz. Daten können nicht gespeichert werden.
save_failed2	Nicht genug Speicherplatz. Daten können nicht gespeichert werden.
comeback_stamp_push01	Hast du heute schon deinen Rückkehrstempel bekommen? Hol dir jede Menge Bonus-XP!
comeback_stamp_push02	Hol dir jeden Tag 3 Katzentickets aus der Rückkehrstempel-Belohnung!
comeback_stamp_push03	Hast du heute schon deinen Rückkehrstempel bekommen? Hol dir für den 7. Stempel 2 seltene Tickets!
item_pack_name_36	Verstärker-Angebot: Bronze! Katzenbatzen- & Gegenstandspaket
item_pack_name_37	Verstärker-Angebot: Silber! Katzenbatzen- & Gegenstandspaket
item_pack_name_38	Verstärker-Angebot: Gold! Katzenbatzen- & Gegenstandspaket
item_conversion	%d Platinsplitter eingetauscht gegen<br><flash>Platinticket x %d</flash>
fragment_message	Tausche 10 Platinsplitter<br>gegen 1 Platinticket.<br>Aktuelle Splitteranzahl: %d
fragment_bonus	Hol dir mit jeder ${gatyaNumber}er-Kapselziehung<br>ein Platinsplitter-Geschenk!<br>Tausche 10 Platinsplitter<br>gegen ein <flash>Platinticket</flash>!
applang	en
equipment_error	Dieses Talent kann nur verwendet werden, wenn die Einheit<br>bereits die Fähigkeit "%@ gg. %@" hat.
scratch_message	Du erhältst %s x %d
scratch_SNS_000	Ich habe %d Katzenbatzen beim #BattleCatsScratcher gewonnen!<br>Jede Woche eine Chance auf einen großartigen Preis!<br><br>#TheBattleCats
item_pack_name_39	Partypaket
potential_skill_name57	Ziel: Aku
assault_skip	(Es geht schon besser ...)<br><flash>1 Abschlusschance aufgefüllt!</flash><br>Du kehrst zur Levelauswahl zurück.<br><color=255,255,0>Verfügbare Abschlusschancen: 1/${countNum} ${assaultWord}</color>
assault_word	(Volle Auffüllung in ${minutes2} Min.)
potential_skill_name58	Durchdringend
potential_skill_name59	Seelenstoß
potential_skill_name60	Fluch
demon_error_popup	<color=255,255,0>Du kannst dieses Level noch nicht versuchen.</color>
demon_timelimit	Verbleibende Zeit: %d:%02d:%02d
sealed_announce	Durch die Energie des Aku-Altars blockiert.<br>Aktuelle Stufenblockierung: %d
sealed_release	Der Aku-Altar ist zerstört und einige Stufen wurden wiederhergestellt!<br><flash>Aktuelle Höchststufe: Stufe %d</flash>
sealed_information	Du spürst die Macht des Aku-Altars ...<br><color=255,255,0>Aktuelle Höchststufe: Stufe %d</color>
unlock_popup_message_101	<flash>Aku-Altäre erscheinen!</flash><br>Deine Aku-Forschung ist abgeschlossen und die Aku-Tore haben sich geöffnet!<br>Besuche das Katzenimperium, um dieses finstere Reich zu betreten ...
unlock_popup_message_102	<flash>Die Katzenarmee hat Mamon den Priester besiegt!</flash><br>Doch die Rückkehr des Herrn der Zerstörung ist noch nicht verhindert ...
unlock_popup_message_103	<flash>Abschlussbonus!</flash><br>Sonderkatze „%@“ freigeschaltet!<br>Aktiviere diese Katze im Verbesserungsmenü!
unlock_popup_message_104	<flash>Aku-Altar zerstört!</flash><br>Die +-Level deiner Katzen wurden wiederhergestellt!
demon_return_title	Nicht abgeholte Belohnungen verfügbar!<br>Besuche die Katzenbasis, um deine Belohnungen einzusammeln.<br>Kehre zurück zum Titelbildschirm ...
demon_return_select	Nicht abgeholte Belohnungen verfügbar!<br>Besuche die Katzenbasis, um deine Belohnungen einzusammeln.<br>Kehre zurück zur Katzenbasis ...
stage_restriction_charagroup_5	Einheiten aus „Herzklopfen-Katzkademie“
stage_restriction_charagroup_6	„Sommerferienkatzen“-Insekteneinheiten
scheme_item_param_87	nyanko9_en1
scheme_popup_87	Battle Cats Quest<br>Collab Mission Reward 1<br><flash>You got %@ x%@!</flash>
scheme_item_param_88	nyanko9_en2
scheme_popup_88	Battle Cats Quest<br>Collab Mission Reward 2<br><flash>You got %@ x%@!</flash>
scheme_item_param_89	nyanko9_en3
scheme_popup_89	Battle Cats Quest<br>Collab Mission Reward 3<br><flash>You got %@ x%@!</flash>
scheme_item_param_90	nyanko9_en4
scheme_popup_90	Battle Cats Quest<br>Collab Mission Reward 4<br><flash>You got %@ x%@!</flash>
scheme_item_param_91	nyanko9_en5
scheme_popup_91	Battle Cats Quest<br>Collab Mission Reward 5<br><flash>You got %@ x%@!</flash>
settlement_error	Zahlung nicht abgeschlossen.\nGegenstand wird geliefert, wenn die Zahlung abgeschlossen ist.
tower_sns_006	Meine Katzenarmee hat Stufe %@ des Höllischen Turms überrannt! %s %s
scheme_item_param_96	
scheme_popup_96	<flash>Vielen Dank für deine Antworten!<br>Viel Spaß mit: %@%@!</flash>
skip_description	${stageName1} wurde bereits abgeschlossen, sodass<br>du deine Reise mit <flash>${stageName2} beginnen kannst</flash>!
stageskip_message_0	Du hast Level ${stageName1} des Himmlischen Turms abgeschlossen!<br>Beginne deine nächste Reise in Level <flash>${stageName2}</flash>!
stageskip_message_1	Du hast Level ${stageName1} des Höllischen Turms abgeschlossen!<br>Beginne deine nächste Reise in Level <flash>${stageName2}</flash>!
unlock_popup_message_106	<flash>„Kosmische Katzen“-Abschlussbonus!</flash><br>Glückwunsch zum Sieg über den Katzengott!</flash><br>Zur Belohnung ist Superkatze jetzt in Katzenkapseln+ verfügbar.
unlock_popup_message_107	<flash>Katzenkapsel+ freigeschaltet!</flash><br>Lagerplatz erhöht von 64 → <color=255,255,0>128 Katzen</color>.<br>Tauschrate für Normale Katzen erhöht von 1 NP → <color=255,255,0>2 NP</color>.
scratch_SNS_001	
gama_jinja_01_popup	<flash>Vom Katzenschrein gesegnet!</flash><br>${itemNum} x ${itemName} erhalten!
scratch_SNS_002	Ich habe %d Katzenbatzen aus dem Katzenrubbler #HeartbeatCatcademy bekommen!<br>Hol dir während des Events einmal pro Woche Gratis-Katzenbatzen!<br><br>#TheBattleCats #BattleCatsCatScratcher
view_unavailable	Kein Medien verfügbar.
view_limit_reached	Tägliches Videolimit erreicht.
data_download_error_hash_mismatch	There is a problem with the save data. (Error Code TE01)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load	There is a problem with the save data. (Error Code TE02)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_read_local_backup	There is a problem with the save data. (Error Code TE03)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
data_download_error_could_not_load_local_backup	There is a problem with the save data. (Error Code TE04)<br>When sending an inquiry, please be sure to give your inquiry code and error code along with your request.
GiftMessage_020	<flash>Levelabschlussbonus 9</flash><br>Schließe das letzte Level von „Behemothgipfel“ ab,<br>um mit Glück die Sonderkatze<br>„Ältestenbestie Naala“ freizuschalten!
unlock_popup_message_108	<flash>Katzaminlevel: „Blauer Schlag“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
scratch_SNS_003	Ich habe %d Katzenbatzen vom Kleinen Katzenrubbler erhalten! Probiere es aus und erhalte Katzenbatzen! <br><br>#TheBattleCats #LilCatScratcher
unlock_popup_message_109	<flash>Katzaminlevel: „Verrückte Moneko schlägt zu“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_110	<flash>Katzaminlevel: „Morgenrot“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_111	<flash>Katzaminlevel: „Wandelnde Tote“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_112	<flash>Katzaminlevel: „Taifun-Nemo“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_113	<flash>Katzaminlevel: „Der große Diablo“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_114	<flash>Katzaminlevel: „Grund des Sumpfs“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_115	<flash>Katzaminlevel: „Irre Katze“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_116	<flash>Katzaminlevel: „Der irre Panzer“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_117	<flash>Katzaminlevel: „Die irre Axt“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_118	<flash>Katzaminlevel: „Die irren Stelzen“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_119	<flash>Katzaminlevel: „Die irre Kuh“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_120	<flash>Katzaminlevel: „Der irre Vogel“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_121	<flash>Katzaminlevel: „Der irre Fisch“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_122	<flash>Katzaminlevel: „Die irre Echse“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_123	<flash>Katzaminlevel: „Der irre Titan“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
unlock_popup_message_124	<flash>Katzaminlevel: „Die 2. Dimension“ freigeschaltet!</flash><br>* Setze zu einem beliebigen Zeitpunkt Katzamine ein, um dieses Level zu versuchen!
drop_info_single	<color=0,0,0>Einmalige Beute für dieses Level ist</color><br><color=255,0,0>${dropContents}</color><color=0,0,0> <br>${statusWord}</color>
drop_info_multi	<color=0,0,0>Einmalige Beute für dieses Level ist</color><br><color=255,0,0>${dropContents}</color><color=0,0,0> <br>${statusWord}</color>
drop_contents1	${itemName} +${itemNum}
drop_contents2	Einheit „${charaName}“
drop_contents3	Wahre Form von „${charaName}“
status_acquire	Du besitzt das bereits.
status_unacquired	Du besitzt das noch nicht.
scheme_item_param_77	
AccountDelete_error01	Code konnte nicht erzeugt werden.<br>Überprüfe deine Netzwerkverbindung.
AccountDelete_error02	Konto konnte nicht gelöscht werden.<br>Überprüfe deine Netzwerkverbindung.
AccountDelete_error03	Der Code ist abgelaufen.<br>Bitte starte den Vorgang neu.
boost_message	<color=255,0,255>Beschleuniger</color><br><color=0,0,0>Nutze diesen Gegenstand für einen Geschwindigkeitsschub<br>Tippe im Kampf auf das Gegenstandssymbol und wähle<br>zwischen Aus, Geschwindigkeit x2 und Geschwindigkeit x3.</color>
item_possession	<color=178,178,178>(# Held: ${itemNum1} → ${itemNum2})</color>
stage_restriction_charagroup_7	World Trigger Collab Unit
slot_remove	Alle Einheiten werden aus der Kampfformation entfernt.
remove_error	<color=255,255,0>Einheit kann nicht aus der Formation entfernt werden.</color>
receive_honor_popup	<flash>%s</flash>
labyrinth_SNS	Meine Katzenarmee hat %@ des Untergrund-Labyrinths geplündert! %s %s
unusable_info	${unusableNum} Katzen sind in Fallen gefangen!<br>Diese Einheiten können<br>im nächsten Kampf nicht eingesetzt werden.
change_info	${unusableNum} Katzen sind in Fallen gefangen!<br><color=255,255,0>Wähle ${usableNum} gefangene Einheiten,<br>um sie zu retten!</color>
change_limit	<color=255,255,0>Du kannst keine weiteren Katzen retten.</color>
change_lack	Wähle <color=255,255,0>${usableNum} weitere Katzen</color>, um sie zu retten!
change_confirmation	Gefangene Katzen<br>können im nächsten Kampf nicht eingesetzt werden.<br>Ist das okay?
labyrinth_start	Das Untergrund-Labyrinth ist jetzt verfügbar!<br>(Von ${startDate} bis ${endDate})<br>Wetteifere mit anderen Spielern darum, wer die tiefste Tiefe erreicht!<br>Erhalte Belohnungen je nach erreichter Tiefe!
labyrinth_announce1	Ergebnisse aus dem Untergrund-Labyrinth<br>(Von ${startDate} bis ${endDate})<br>Letzter Rang: ${rankingNum}%!<br>Belohnungen können aus dem Briefkasten abgeholt werden<br>(Nicht abgeholte Belohnungen laufen nach 1 Monat ab)
labyrinth_announce2	Ergebnisse aus dem Untergrund-Labyrinth<br>(Von ${startDate} bis ${endDate})<br>Letzter Rang: ${rankingNum}%!<br>Leider hast du keine Belohnungen erhalten.<br>Versuche es beim nächsten Mal!
labyrinth_announce3	Das Untergrund-Labyrinth-Event ist vorüber!<br>Viel Glück bei deiner nächsten Höhlenerkundung!
labyrinth_challenge_item	Im Untergrund-Labyrinth können<br>Beschleuniger und Katzencomputer so oft du willst verwendet werden!<br>*Ist der Beschleuniger aktiv, wird der Gegenstand verbraucht.
labyrinth_play_error1	<color=255,255,0>Abgeschlossene Level des Untergrund-Labyrinths können nicht erneut gespielt werden.</color>
labyrinth_play_error2	<color=255,255,0>Die Aufstellung erfüllt nicht die Anforderungen.<br>Bitte wähle 10 ausrüstbare Einheiten.</color>
labyrinth_slot_error	<color=255,255,0>Zuvor verwendete Formationen können im Untergrund-Labyrinth nicht wiederverwendet werden.</color>
labyrinth_slot_name	Team
labyrinth_combo_error	<color=255,255,0>Der Fluch des Untergrund-Labyrinths<br>verhindert, dass du Katzenkombos benutzt.</color>
labyrinth_cancel	Kampf verlassen?<br><color=255,0,0>Einige deiner Einheiten wurden gefangen!</color><br><color=178,178,178>* Gefangene Einheiten können im nächsten Kampf nicht in einer Formation genutzt werden.</color>
labyrinth_result	${stageName} abgeschlossen!<br>Du bist in die Top ${rankingNum} % unter den Streifzugteams gekommen!
cube_growup_1	${itemName} x${Num} wird verbraucht,<br>um ein Behemoth-Juwel herzustellen.
unlock_popup_message_125	<flash>Levelabschluss-Belohnung!</flash><br>Die Wahre Form von Sondereinheit Dogumaru wurde freigeschaltet!<br>Nutze nach Stufe 30<br>XP und Material zum Entwickeln!
unlock_popup_message_126	<flash>Levelabschluss-Belohnung!</flash><br>Die Wahre Form von Sondereinheit Urs & Fenrir wurde freigeschaltet!<br>Nutze nach Stufe 30<br>XP und Material zum Entwickeln!
unlock_popup_message_127	<flash>Levelabschluss-Belohnung!</flash><br>Die Wahre Form von Sondereinheit Ältestenmaske Doron wurde freigeschaltet!<br>Nutze nach Stufe 30<br>XP und Material zum Entwickeln!
unlock_popup_message_128	<flash>Levelabschluss-Belohnung!</flash><br>Die Wahre Form von Sondereinheit Ältestenbestie Naala wurde freigeschaltet!<br>Nutze nach Stufe 30<br>XP und Material zum Entwickeln!
unlock_popup_message_129	<flash>Erhöhe die Stufenlimits!</flash><br>Katzen können mit Katzenaugen<br>höhere Maximalstufen erreichen!<br>(Benutzerrang 1600 nötig für Katzenauge-Einsatz)
unlock_popup_message_130	<flash>Zero Legenden ist unter Legendäre Level erschienen.</flash><br>Kann in den Legendären Leveln herausgefordert werden.
unlock_popup_message_131	<flash>Levelabschluss-Belohnung!</flash><br>Die Wahre Form von Sondereinheit Filibuster-Katze X wurde freigeschaltet!<br>Nutze nach Stufe 30<br>XP und Material zum Entwickeln!
unlock_popup_message_132	<flash>Das Untergrund-Labyrinth wurde freigeschaltet!</flash><br>Es erscheint während des Events im Titelmenü.<br>Wähle „Untergrund-Labyrinth“, um zu spielen!
item_pack_name_71	Geniales XP-Paket
item_pack_name_72	Katzenaugen- & Kampfgegenstände-Paket
item_pack_name_73	Katzenaugen-&-Seltenes-Ticket-Paket
item_pack_name_8	Katzenbatzen-Aufstiegspaket
item_pack_name_9	XP-Aufstiegspaket
item_pack_name_10	Gegenstands-Aufstiegspaket
item_pack_name_47	Katzenbatzen-Aufstiegspaket
item_pack_name_48	XP-Aufstiegspaket
item_pack_name_49	Gegenstands-Aufstiegspaket
item_pack_name_67	Katzenbatzen-Aufstiegspaket
item_pack_name_68	XP-Aufstiegspaket
item_pack_name_74	Katzenbatzen-Aufstiegspaket
potential_skill_warning01	Ultratalent freischaltbar auf <flash>St. ${level}</flash><br>※Gesamtstufe beinhaltet MAX+-Stufen
potential_skill_warning02	Zweiter Talentkugelplatz freischaltbar auf <flash>St. ${level}</flash><br>※Gesamtstufe beinhaltet MAX+-Stufen
potential_skill_option00	<flash>${charaName}</flash> hat<br>ein Ultra-Talent erhalten!
potential_skill_option01	<flash>${charaName}</flash> hat<br>neuen Talentkugelplatz erhalten!
potential_skill_option02	<flash>${charaName}</flash> hat<br>Ultratalent und Talentkugelplatz erhalten!
potential_name1	Ultratalent 
potential_skill_name61	Angriffsfrequenz+
item_pack_name_75	Fortschrittspaket
Castle_dev_finish03	<flash>${recipeName}-${partsName}: Verbesserung abgeschlossen!</flash>
Castle_dev_finish04	<flash>Materialverschmelzung abgeschlossen!</flash><br>${itemName}　${value1} → <color=255,255,0>${value2}</color>
Castle_lock06	Mehr Material benötigt!<br>*Außerdimensionales Material<br>erhältst du durch Verschmelzung.
Castle_dev_start03	Beginn der Erweiterung: ${partsName} von ${recipeName}.
Castle_dev_start04	Beginn der Materialverschmelzung.
Castle_UnlockDataId_9	Baue eine Lähmungskanone<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_10	Baue eine Eisenmauer<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_11	Baue einen Blitzschlag<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_12	Baue eine Wasserkanone<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_13	Baue „Heiliger Bimbam“<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_14	Baue einen Brecherschlag<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_UnlockDataId_15	Baue einen Fluchschlag<br>und schließe das legendäre Level „Labor der Relikte“ ab.
Castle_mixitem00	Verschmilz Material, um Fundament und Stil<br>der Katzenbasis zu verbessern.
stage_restriction_charagroup_8	
potential_skill_name62	Mini-Welle
filter_option_description2	<color=0,0,0>Ziel/Fähigkeiten-Suchmodus ändern<br>ODER: Charaktere stimmen mit mindestens einem Kriterium überein<br>UND: Charaktere stimmen mit allen Kriterien überein</color>
unlock_popup_message_133	<flash>Fundament- und Stilverbesserung und Verschmelzungsmaterial<br></flash>für Ototo-Trupp freigeschaltet! <br>Tippe auf den Gamatoto-Reiter in der Katzenbasis, um anzufangen!
unlock_popup_message_134	<flash>+ Stufenlimit erhöht!</flash><br>Der Levelabschluss hat das Stufenlimit der Kleinen Katze<br>auf 45 erhöht!
unlock_popup_message_135	<flash>+ Stufenlimit erhöht!</flash><br>Der Levelabschluss hat das Stufenlimit der Kleinen Katze<br>auf 50 erhöht!
unlock_popup_message_136	<flash>+ Stufenlimit erhöht!</flash><br>Der Levelabschluss hat das Stufenlimit der Kleinen Katze<br>auf 55 erhöht!
unlock_popup_message_137	<flash>+ Stufenlimit erhöht!</flash><br>Der Levelabschluss hat das Stufenlimit der Kleinen Katze<br>auf 60 erhöht!
potential_skill_name63	Kolosstöter
potential_skill_name64	Behemothtöter
stage_restriction_charagroup_9	Katze
potential_skill_name65	Mini-Zufallsangriff
slot_SNS_002	Ich habe %d Katzenbatzen bei den Wildkatzen-Slots in #TheBattleCats gewonnen!<br><br>#BattleCats #9Years
stageskip_message_2	„Baron Robbe schlägt zu!“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_3	„Grummelfant schlägt zu!“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_4	„Megabedrohung!“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_5	„Schreckensnilpferd!“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_6	„Der göttliche Erzengel schlägt zu“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_7	„Der große Peng Z schlägt zu“, „${stageName1}“ abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
stageskip_message_8	„Angriff der Omen“, „${stageName1}“, abgeschlossen!<br>Starte die nächste Herausforderung ab <flash>${stageName2}</flash>.
unlock_popup_message_138	<flash>Überspringe Kämpfe mit dem Katzencomputer!</flash><br>Um die Levels zu überspringen, die du schon abgeschlossen hast und die Belohnungen zu erhalten, tippe auf das Symbol, wenn du Gegenstände auswählst.<br>Beachte: In manchen Leveln kannst du die Kämpfe nicht überspringen.
ScatCPU_info1	<flash>${itemNum1}</flash>x „${itemName1}“ nutzen, um den Kampf zu überspringen?<br>Du kannst heute noch ${itemNum2}-mal überspringen.
ScatCPU_info2	<flash>Unbegrenzte Katzencomputer für alle!</flash><br>Möchtest du den Kampf überspringen?<br>Du kannst heute noch ${itemNum}-mal überspringen.
ScatCPU_XPdrop	<color=255,255,0>Absoluter Sieg!</color><br>Du <flash>erhältst</flash> XP für den Abschluss des Levels!<br>${itemName} +${itemNum}
ScatCPU_message	<color=255,0,255>Der Katzencomputer</color><color=0,0,0> ist unterwegs.<br>Er ist nicht perfekt, schließlich wurde er von Katzen<br>programmiert, aber er wird mit Leveln fertig, die du<br>bereits abgeschlossen hast, wenn du auf das Symbol tippst!</color>
ScatCPU_error1	Du hast die maximale Anzahl von Überspringen genutzt.<br>Die Anzahl wird um Mitternacht vollständig zurückgesetzt.
ScatCPU_error2	Die Systemzeit wurde möglicherweise verändert.<br>Du kannst eine Weile keine Kämpfe überspringen.
ScatCPU_error3	Nicht genügend Katzencomputer!<br>Zum Gegenstände-Shop?
ScatCPU_error4	<flash>${itemNum1}</flash>X ${itemName1} nutzen, um den Kampf zu überspringen?<br><color=255,255,0>Du kannst damit aus Leveln keine Zeitlevel-Belohnungen erhalten.</color><br>Du kannst heute noch ${itemNum2}-mal überspringen.
ScatCPU_error5	Unbegrenzte Katzencomputer für alle!<br>Möchtest du den Kampf überspringen?<br><color=255,255,0>Du kannst damit aus Leveln keine Zeitlevel-Belohnungen erhalten, auch wenn sie verfügbar sind.</color><br>Du kannst heute noch ${itemNum2}-mal überspringen.
ScatCPU_error6	<flash>${itemNum1}</flash>X „${itemName1}“ nutzen, um den Kampf zu überspringen?<br><color=255,255,0>Folgelevel erscheinen nach Überspringen von Leveln nicht.</color><br>Du kannst heute noch ${itemNum2}-mal überspringen.
ScatCPU_error7	Unbegrenzte Katzencomputer für alle!<br>Möchtest du den Kampf überspringen?<br><color=255,255,0>Folgelevel erscheinen nach Überspringen von Leveln nicht.</color><br>Du kannst heute noch ${itemNum2}-mal überspringen.
ScatCPU_error8	Noch nicht abgeschlossene Kämpfe kannst du nicht überspringen.
ScatCPU_error9	Kein Überspringen für dieses Level!<br>Jetzt ist die Zeit, aus eigener Kraft zu kämpfen!
filter_option_description3	<color=0,0,0>Nur Katzen mit möglicher Weiterentwicklung anzeigen.</color>
filter_option_description4	<color=0,0,0>Nur Katzen mit aktiver Talente-Schaltfläche anzeigen.</color>
chapter_name_8	Kosmische Katzen, Kapitel 2
labyrinth_autoslot	Einheiten werden automatisch eingewechselt, wenn sie verfügbar sind.
push_permission	Aktiviere die Einstellung "Wecker & Erinnerungen",<br>um zu passenden Zeiten Benachrichtigungen zu erhalten.<br><color=255,255,0>Deine Android-Einstellungen öffnen?</color>
purchase_unavailable_android	Kann nicht bei Google Play gekauft werden.<br>Bitte überprüfe deine Verbindung und vergewissere<br>dich, dass du bei Google Play eingeloggt bist.
purchase_unable_ios	Kauf über App Store fehlgeschlagen. Bitte überprüfe deinen Netzwerk- und App Store-Anmeldestatus.
purchase_unable_android	Kauf über Google Play fehlgeschlagen. Bitte überprüfe deinen Netzwerk- und Google Play-Anmeldestatus.
drop_contents4	Ultra-Form von „${charaName}“
drop_popup_chara_third_evolve2	%@<br>%@ Ultra-Form von<br>„%@“ enthüllt!<br><flash>Bei Erreichen von Stufe 50 freischalten!</flash>
mission_receive_item_chara_evolve2	<color=255,255,0>Ultra-Form-Belohnung: „${charaName}“</color>
receive_item_popup_chara_evolve2	Ultra-Form: %s
GiftMessage_021	<flash>Levelabschlussbonus 10</flash><br>Schließe das letzte Level von Garten der verdorrten Gedanken ab<br>und erhalte eine kleine Chance,<br>Meister der Gedanken Soraktes zu erhalten!
potential_skill_name66	Weiser Töter
item_pack_name_76	Katzencomputer-Paket
stage_SPChara_warning	Diese Einheit kann noch nicht eingesetzt werden!
item_pack_name_77	Limit. Einheit kaufen: „Rektor Katze“
enemy_info_unknown	<color=255,255,0>Diesen Feind in der Feindefibel ansehen<br>nach Sieg, Niederlage oder 10 Sek. Kampf.</color>
enemy_info_not_found	<color=255,255,0>Dieser unbekannte Feind wurde<br>der Feindefibel noch nicht hinzugefügt.</color>
comeback_push_01	Die Katzen vermissen dich …
equipment_fault	*Fügt der aktuellen Form keine Effekte hinzu.
equipment_fault_equip	<color=255,255,0>${errorMessage}</color>
gamatotoReward_4	${itemName} + ${itemNum}
item_pack_name_78	Limit. Einheit kaufen: „Dotty Cat“
item_pack_name_80	Sonderangebot: Kaufe ein seltenes Ticket!
stageskip_message_9	Gigahaniwan schlägt zu! ${stageName1} abgeschlossen!<br>Beim nächsten Mal kannst du bei <flash>${stageName2}</flash> anfangen!
clear_adreward_1	XP-Boost-Chance!<br>Werbung ansehen, eine <flash>XP ${xp} x2</flash>-Belohnung erhalten?
reward_freegatya	Sieh dir Werbung an, um aus den<br>Glückskapseln zu ziehen (nur einmal pro Tag).
Itemshop_ad_popup1	Werbung ansehen, um XP +${xp} zu erhalten?
clear_adreward_2	<flash>XP +${xp}</flash> verdient!
lose_retry_ad	Geld MAX, Katzenkanone AUFGELADEN!
Itemshop_ad_popup2	XP verdient: +${xp}!
stage_restriction_limit_6	${rarity}: ${value} oder weniger
SpecialRuleName000	Treuhandkonto
SpecialRuleName001	Selbe Abklingzeit
SpecialRuleExplanation000	(Treuhandkonto)<br>Beginne den Kampf mit einem Haufen Geld,<br>aber erhalte kein Geld über Zeit<br>oder bei Siegen über Feinde.
SpecialRuleExplanation001	(Selbe Abklingzeit)<br>Einsatzabklingzeiten werden für alle<br>verbündeten Einheiten auf die gleiche Rate gesetzt.
treasure_get	Doppeltippe auf ein Symbol, um zu einem Level zu reisen, in dem diese Belohnung erhältlich ist.
treasure_geterror	Zu einem noch nicht freigeschalteten Level kannst du nicht reisen.
treasure_popup1	<color=255,255,0> ${treasureRank} ${treasureName}</color> ${text} ${stageName}
treasure_popup2	 ${treasureRank} ${text} ${stageName}
treasure_popup3	 ${treasureName}
item_pack_name_81	Herausfordererangebot: XP-&-Seltenes-Ticket-Paket!
