＠,＠,＠,＠,＠,＠,＠,			//ネコ
＠,＠,＠,＠,＠,＠,＠,			//746
＠,＠,＠,＠,＠,＠,＠,			//緋村剣心
＠,＠,＠,＠,＠,＠,＠,			//相楽左之助
＠,＠,＠,＠,＠,＠,＠,			//四乃森蒼紫
＠,＠,＠,＠,＠,＠,＠,			//斎藤一
＠,＠,＠,＠,＠,＠,＠,			//ちび神谷薫
＠,＠,＠,＠,＠,＠,＠,			//ちび明神弥彦
＠,＠,＠,＠,＠,＠,＠,			//ネコ剣心
＠,＠,＠,＠,＠,＠,＠,			//ネコ薫
＠,＠,＠,＠,＠,＠,＠,			//明智光秀
＠,＠,＠,＠,＠,＠,＠,			//明智光秀召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//ネコマシンケーキ挙式
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,
＠,＠,＠,＠,＠,＠,＠,			//759
＠,＠,＠,＠,＠,＠,＠,			//サンディア　夏ver
＠,＠,＠,＠,＠,＠,＠,			//エンペラーズ１１体目（仮）
＠,＠,＠,＠,＠,＠,＠,			//エンペラーズ１１体目（仮）召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//天空神スーパーゼウス
＠,＠,＠,＠,＠,＠,＠,			//ダイナマイツ１１体目（仮）
＠,＠,＠,＠,＠,＠,＠,			//ダイナマイツ１１体目（仮）召喚キャラ
第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,＠,第３形態への進化で真の姿を現す！,さらに超獣特効も取得！,＠,			//766
＠,＠,＠,＠,＠,＠,＠,			//イワシ
＠,＠,＠,＠,＠,＠,＠,			//イカ
＠,＠,＠,＠,＠,＠,＠,			//たいてんき
＠,＠,＠,＠,＠,＠,＠,			//花咲かじいさん
＠,＠,＠,＠,＠,＠,＠,			//ウルトラソウルズ11体目召喚
＠,＠,＠,＠,＠,＠,＠,			//生命の賢者Dr.ノーヴァ
＠,＠,＠,＠,＠,＠,＠,			//パンプキンソドム
＠,＠,＠,＠,＠,＠,＠,			//スモウネコミイラ
＠,＠,＠,＠,＠,＠,＠,			//特命機動アクセル
＠,＠,＠,＠,＠,＠,＠,			//ダークヒーローズ11体目召喚
＠,＠,＠,＠,＠,＠,＠,			//見習い武者ネコ
＠,＠,＠,＠,＠,＠,＠,			//冬将軍・成田甲斐
＠,＠,＠,＠,＠,＠,＠,			//ネコまどか＆ほむら
＠,＠,＠,＠,＠,＠,＠,			//幼天女ルーナ
＠,＠,＠,＠,＠,＠,＠,			//ネコボウラー
＠,＠,＠,＠,＠,＠,＠,			//マモルガ
＠,＠,＠,＠,＠,＠,＠,			//783
＠,＠,＠,＠,＠,＠,＠,			//こねこ
＠,＠,＠,＠,＠,＠,＠,			//チョコサプネコC
＠,＠,＠,＠,＠,＠,＠,			//殺意のキモネコ
＠,＠,＠,＠,＠,＠,＠,			//マジシャンキャットマン
＠,＠,＠,＠,＠,＠,＠,			//黒ルーナ（仮）
＠,＠,＠,＠,＠,＠,＠,			//789
＠,＠,＠,＠,＠,＠,＠,			//範馬刃牙
＠,＠,＠,＠,＠,＠,＠,			//烈海王
＠,＠,＠,＠,＠,＠,＠,			//花山薫
＠,＠,＠,＠,＠,＠,＠,			//愚地克巳
＠,＠,＠,＠,＠,＠,＠,			//ジャック・ハンマー
＠,＠,＠,＠,＠,＠,＠,			//ネコオーガ
＠,＠,＠,＠,＠,＠,＠,			//ちび刃牙
＠,＠,＠,＠,＠,＠,＠,			//ネコ刃牙
＠,＠,＠,＠,＠,＠,＠,			//ネコ海王
＠,＠,＠,＠,＠,＠,＠,			//ネコ独歩
＠,＠,＠,＠,＠,＠,＠,			//アイアンウォーズ１０体目（仮）
＠,＠,＠,＠,＠,＠,＠,			//アイアンウォーズ１０体目（仮）召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//新ドロップキャラ（仮）
＠,＠,＠,＠,＠,＠,＠,			//新ドロップキャラ（仮）召喚キャラ
＠,＠,＠,＠,＠,＠,＠,			//ソニック
＠,＠,＠,＠,＠,＠,＠,			//テイルス
＠,＠,＠,＠,＠,＠,＠,			//ナックルズ
＠,＠,＠,＠,＠,＠,＠,			//シャドウ
＠,＠,＠,＠,＠,＠,＠,			//ネコソニック
＠,＠,＠,＠,＠,＠,＠,			//ネコテイルス
＠,＠,＠,＠,＠,＠,＠,			//ネコナックルズ
＠,＠,＠,＠,＠,＠,＠,			//811
